project_id,live_bg_id,batch_bg_id,score,action,reason,live_alte_funktion,live_neue_funktion,batch_detail
p_berlin_schildow_pilot_house,bg_reuse_stahlbeton_mehrere_schildow_zugeschnittene_wbs70_betonfertigteile,bg_reuse_stahlbeton_mehrere_schildow_zugeschnittene_wbs70_betonfertigteile,1.0,auto_confirm,exact_slug_match,Decken- und Innenwandplatten aus WBS70-Plattenbau,"Wand-, Decken-, Raum- und teils Dachbauteile im neuen Wohnhaus",
p_bestandverplanzung_pavilion_muenchen,bg_reuse_beton_mehrere_bestandverplanzung_betonfertigteil_paneele,bg_reuse_beton_mehrere_bestandverplanzung_betonfertigteil_paneele,1.0,auto_confirm,exact_slug_match,Wand-/Decken-/Raumelemente in Bungalowbestand,Paneele in versetztem Pavillon / Bungalowstruktur,
p_big_dig_building_boston,bg_planned_mehrere_mehrere_big_dig_building_geplante_infrastrukturbauteile,bg_planned_mehrere_mehrere_big_dig_building_geplante_infrastrukturbauteile,1.0,auto_confirm,exact_slug_match,"temporäre/obsolete Straßen-, Rampen- und Infrastrukturbauteile","geplant als Tragwerk, Hülle, Raum- und Landschaftselemente",
p_big_dig_house_lexington_massachusetts,bg_reuse_mehrere_mehrere_big_dig_house_ramp_pier_roadway_components,bg_reuse_mehrere_mehrere_big_dig_house_ramp_pier_roadway_components,1.0,auto_confirm,exact_slug_match,Straßen-/Brücken-/Rampenstruktur,Gebäudestruktur und Tragunterbau für Dachgarten,
p_big_dig_house_lexington_massachusetts,bg_reuse_stahl_mehrere_big_dig_house,bg_reuse_stahl_mehrere_big_dig_house,1.0,auto_confirm,exact_slug_match,Highway-/Rampen-/temporäre Infrastrukturbauteile,"Hausrahmen, beams und columns",
p_big_dig_house_lexington_massachusetts,bg_reuse_stahlbeton_mehrere_big_dig_house_inverset_panels,bg_reuse_stahlbeton_mehrere_big_dig_house_inverset_panels,1.0,auto_confirm,exact_slug_match,temporäre Rampen-/Straßenpaneele,"Boden-, Decken- und Gebäudekomponenten",
p_biopartner_5_leiden_oegstgeest,bg_reuse_holz_wand_biopartner_5_innenwaende_trennwaende,bg_reuse_holz_wand_biopartner_5_innenwaende_trennwaende,1.0,auto_confirm,exact_slug_match,Trenn-/Innenwände,Innenausbau BioPartner 5,
p_biopartner_5_leiden_oegstgeest,bg_reuse_keramik_technik_biopartner_5_sanitaerobjekte,bg_reuse_keramik_technik_biopartner_5_sanitaerobjekte,1.0,auto_confirm,exact_slug_match,Sanitärausstattung,fest eingebaute Sanitärobjekte,
p_biopartner_5_leiden_oegstgeest,bg_reuse_naturstein_boden_biopartner_5_pflaster_bodenmaterial,bg_reuse_naturstein_boden_biopartner_5_pflaster_bodenmaterial,1.0,auto_confirm,exact_slug_match,Boden-/Pflastermaterial,feste Boden- bzw. Außenraum-/Ausbaumaterialien,
p_biopartner_5_leiden_oegstgeest,bg_reuse_stahl_mehrere_biopartner_5_stuetzen_rahmen,bg_reuse_stahl_mehrere_biopartner_5_stuetzen_rahmen,1.0,auto_confirm,exact_slug_match,Laborhochhaus-Tragwerk,Haupttragstruktur BioPartner 5,
p_biopartner_5_leiden_oegstgeest,bg_reuse_ziegel_fassade_biopartner_5_abbruchschutt_gruene,bg_reuse_ziegel_fassade_biopartner_5_abbruchschutt_gruene,1.0,auto_confirm,exact_slug_match,Mauerwerk / Schachtmaterial,Substrat/Material für grüne Fassade,
p_biopartner_5_leiden_oegstgeest,,bg_reuse_mehrere_ausbau_biopartner5_furniture_doors_candidate,0.0,new_candidate,batch_introduces_new_bg,,,BioPartner Leiden says large-scale reuse ranges from donor steel to furniture and doors.
p_bluecity_offices_rotterdam,bg_reuse_beton_wand_bluecity_betonbloecke_trennwaende,bg_reuse_beton_innenwand_bluecity_original_concrete_blocks,0.21,needs_review,weak_guess_0.21,Bestands-/Baumaterial,Trennwände,Concrete blocks from the original water-park structure are repurposed into partition walls.
p_bluecity_offices_rotterdam,bg_reuse_mehrere_mehrere_bluecity_red_cedar_fensterrahmen_trennwaende,,0.0,no_batch_equiv,no_plausible_batch_match,Außenfenster,Trennwände und innere Fassade zwischen Büros und Gemeinschaftsbereichen,
p_bluecity_offices_rotterdam,bg_reuse_stahl_ausbau_bluecity,bg_reuse_stahl_tragwerk_bluecity_reused_steel,0.141,needs_review,weak_guess_0.14,unbekannt,unbekannte feste Bauteile im Büroausbau,Reused steel is named as the second material input for BlueCity Offices.
p_bluecity_offices_rotterdam,bg_reuse_stahl_gelaender_bluecity_oelplattform,bg_reuse_metall_gelaender_bluecity_oil_platform_balustrades,0.307,needs_review,weak_guess_0.31,Offshore-/Balustradenbauteil,unbekannte räumliche Einbauteile,Balustrades from a decommissioned oil platform are named among reclaimed office-wing materials.
p_bluecity_offices_rotterdam,,bg_reuse_glas_innenwand_bluecity_reused_window_frames,0.0,new_candidate,batch_introduces_new_bg,,,Reused window frames are described as the most important material input and are used as partition walls.
p_boulder_fire_station_3,bg_reuse_holz_stuetze_boulder_glulam,bg_reuse_holz_stuetze_boulder_glulam,1.0,auto_confirm,exact_slug_match,nicht anwendbar,neue Stützen im Hybridtragwerk,
p_boulder_fire_station_3,bg_reuse_stahl_mehrere_boulder_wide_flange_members,bg_reuse_stahl_mehrere_boulder_wide_flange_members,1.0,auto_confirm,exact_slug_match,Krankenhaus-Tragwerk,tragende Stahlbauteile der neuen Feuerwache,
p_boulder_fire_station_3,bg_reuse_stahl_traeger_boulder_hospital_stockpile,bg_reuse_stahl_traeger_boulder_hospital_stockpile,1.0,auto_confirm,exact_slug_match,Krankenhaus-Tragwerk,Stockpile für Fire Station 3 und weitere Projekte,
p_boulder_fire_station_3,bg_reuse_glas_mehrere_boulder_pv_roof,,0.0,no_batch_equiv,no_plausible_batch_match,nicht anwendbar,Energieerzeugung,
p_brent_cross_town_primary_substation_london,bg_reuse_stahl_fassade_brent_cross_new_support_members,bg_reuse_stahl_tragwerk_brent_cross_oil_pipeline_tubulars,0.271,needs_review,weak_guess_0.27,nicht anwendbar,Träger der farbigen Hülle / artwork,33.46 tonnes of reclaimed/reused steel are reported for the substation.
p_brent_cross_town_primary_substation_london,bg_reuse_stahl_mehrere_brent_cross_bracing_members,,0.0,no_batch_equiv,no_plausible_batch_match,Pipeline-/Industrieprodukt,Aussteifung des Stahlrahmens,
p_brent_cross_town_primary_substation_london,bg_reuse_stahl_mehrere_brent_cross_oval_substation_screen,,0.0,no_batch_equiv,no_plausible_batch_match,nicht anwendbar / Mischsystem,technische Einhausung und öffentliches Kunstwerk,
p_brent_cross_town_primary_substation_london,bg_reuse_stahl_mehrere_brent_cross_tubular_columns,,0.0,no_batch_equiv,no_plausible_batch_match,"Pipeline-/Industrieprodukt, teils ungenutzt",tragende Stützen des Substation-Screens,
p_brighton_waste_house_brighton,bg_reuse_beton_mehrere_brighton_betonbloecke,bg_reuse_beton_mehrere_brighton_betonbloecke,1.0,auto_confirm,exact_slug_match,Bauprodukt / Abfall,"Wand/Fundament/Konstruktion, genaue Rolle unbekannt",
p_brighton_waste_house_brighton,bg_reuse_holz_mehrere_brighton_sperrholz,bg_reuse_holz_mehrere_brighton_sperrholz,1.0,auto_confirm,exact_slug_match,Bauholz / Plattenmaterial / Abfall,"Konstruktion, Ausbau oder Kassetten-/Wandschicht",
p_brighton_waste_house_brighton,bg_reuse_kunststoff_daemmung_brighton_zahnbuersten_medienabfall_infill,bg_reuse_kunststoff_daemmung_brighton_zahnbuersten_medienabfall_infill,1.0,auto_confirm,exact_slug_match,Hygieneartikel / Medien,Wandhohlraumfüllung / Dämmexperiment,
p_brighton_waste_house_brighton,bg_reuse_kunststoff_technik_brighton_vinylbanner_dampfbremse,bg_reuse_kunststoff_technik_brighton_vinylbanner_dampfbremse,1.0,auto_confirm,exact_slug_match,Werbebanner,innere Dampfbremse / vapour control layer,
p_brighton_waste_house_brighton,bg_reuse_mehrere_mehrere_brighton_teppichfliesen_fassade,bg_reuse_mehrere_mehrere_brighton_teppichfliesen_fassade,1.0,auto_confirm,exact_slug_match,Bodenbelag,Rainscreen/Fassade bzw. Dämm-/Außenschicht,
p_brighton_waste_house_brighton,bg_reuse_textil_daemmung_brighton_denim,bg_reuse_textil_daemmung_brighton_denim,1.0,auto_confirm,exact_slug_match,Kleidung,Dämm-/Hohlraumfüllung,
p_broethen_twin_house_hoyerswerda,bg_reuse_stahlbeton_decke_broethen_p2_deckenplatten,bg_reuse_stahlbeton_decke_broethen_p2_deckenplatten,1.0,auto_confirm,exact_slug_match,Geschossdecke im Massenwohnungsbau,Decke / ggf. Dach oder Boden im Doppelhaus,
p_broethen_twin_house_hoyerswerda,bg_reuse_stahlbeton_wand_broethen_p2_wandplatten,bg_reuse_stahlbeton_wand_broethen_p2_wandplatten,1.0,auto_confirm,exact_slug_match,Wand im Massenwohnungsbau,Wand / Trag- und Raumstruktur im Doppelhaus,
p_cascadeup_london_secondary_timber_glulam_demonstrator,bg_reuse_holz_mehrere_cascadeup_clst_floor_panels,bg_reuse_holz_wand_decke_cascadeup_clst_panels,0.258,needs_review,weak_guess_0.26,Rueckbauholz / unbekannt,Boden-/Deckenelement im Pilotbau,Secondary timber was manufactured into cross-laminated secondary timber wall and floor panels.
p_cascadeup_london_secondary_timber_glulam_demonstrator,bg_reuse_holz_mehrere_cascadeup_glulamst_frame,bg_reuse_holz_tragwerk_cascadeup_glulamst_frame,0.188,needs_review,weak_guess_0.19,massives Bauholz aus Rueckbau / vorherige Funktion unbekannt,tragender Rahmen des modularen Pilots,Secondary timber was manufactured into glued-laminated secondary timber for the structural frame.
p_cascadeup_london_secondary_timber_glulam_demonstrator,bg_reuse_holz_wand_cascadeup_clst,,0.0,no_batch_equiv,no_plausible_batch_match,Rueckbauholz / unbekannt,Wand- und Raumbildung im Pilotbau,
p_chiro_d_itterbeek_dilbeek,bg_reuse_beton_wand_chiro_surplus_blocks,bg_reuse_beton_wand_chiro_surplus_blocks,1.0,auto_confirm,exact_slug_match,unbenutzt / Restposten,Rohbau/Wand,
p_chiro_d_itterbeek_dilbeek,bg_reuse_daemmstoff_daemmung_chiro_surplus_floor_wall,bg_reuse_daemmstoff_daemmung_chiro_surplus_floor_wall,1.0,auto_confirm,exact_slug_match,unbenutzt / Restposten,Dämmung Boden/Wand,
p_chiro_d_itterbeek_dilbeek,bg_reuse_holz_fenster_chiro,bg_reuse_holz_fenster_chiro,1.0,auto_confirm,exact_slug_match,Fenster,Außenfenster,
p_chiro_d_itterbeek_dilbeek,bg_reuse_holz_mehrere_chiro_surplus_roof_frame,bg_reuse_holz_mehrere_chiro_surplus_roof_frame,1.0,auto_confirm,exact_slug_match,unbenutzt / Restposten,Dach-/Tragstruktur,
p_chiro_d_itterbeek_dilbeek,bg_reuse_holz_tuer_chiro_external,bg_reuse_holz_tuer_chiro_external,1.0,auto_confirm,exact_slug_match,Türen,Außentüren,
p_chiro_d_itterbeek_dilbeek,bg_reuse_keramik_boden_chiro_tiles,bg_reuse_keramik_boden_chiro_tiles,1.0,auto_confirm,exact_slug_match,Bodenbelag,Sanitärboden,
p_chiro_d_itterbeek_dilbeek,bg_reuse_keramik_wand_chiro_tiles,bg_reuse_keramik_wand_chiro_tiles,1.0,auto_confirm,exact_slug_match,Wandbekleidung,Nassbereich Wand,
p_chiro_d_itterbeek_dilbeek,bg_reuse_mehrere_technik_chiro_sanitary_fixtures,bg_reuse_mehrere_technik_chiro_sanitary_fixtures,1.0,auto_confirm,exact_slug_match,Sanitär,WC/Urinale/Waschbecken,
p_chiro_d_itterbeek_dilbeek,bg_reuse_stahl_mehrere_chiro_u_lintels,bg_reuse_stahl_mehrere_chiro_u_lintels,1.0,auto_confirm,exact_slug_match,Stahlprofile unbekannt,Fassadenstürze,
p_chiro_d_itterbeek_dilbeek,bg_reuse_unbekannt_technik_chiro_luminaires,bg_reuse_unbekannt_technik_chiro_luminaires,1.0,auto_confirm,exact_slug_match,Beleuchtung,Beleuchtung,
p_chiro_d_itterbeek_dilbeek,bg_reuse_ziegel_dach_chiro_tiles,bg_reuse_ziegel_dach_chiro_tiles,1.0,auto_confirm,exact_slug_match,Dachdeckung,Dachdeckung,
p_chiro_d_itterbeek_dilbeek,bg_reuse_ziegel_mehrere_chiro_facade,bg_reuse_ziegel_mehrere_chiro_facade,1.0,auto_confirm,exact_slug_match,Fassaden-/Mauerwerksziegel unbekannt,Fassadenbekleidung / äußeres Mauerwerk,
p_chiro_d_itterbeek_dilbeek,bg_reuse_daemmstoff_daemmung_chiro_surplus_ceiling,,0.0,no_batch_equiv,no_plausible_batch_match,unbenutzt / Restposten,Deckendämmung,
p_christ_pavilion_volkenroda,bg_reuse_beton_mehrere_christ_pavilion_fair_faced_parts,bg_reuse_beton_mehrere_christ_pavilion_fair_faced_parts,1.0,auto_confirm,exact_slug_match,Pavillon-Bauteile,Raum-/Bauwerksteile Volkenroda,
p_christ_pavilion_volkenroda,bg_reuse_mehrere_mehrere_christ_pavilion_cloister_glass_facade,bg_reuse_mehrere_mehrere_christ_pavilion_cloister_glass_facade,1.0,auto_confirm,exact_slug_match,Ausstellungs- und Kreuzgangbereich EXPO-Pavillon,Kloster-Kreuzgang und Fassade,
p_christ_pavilion_volkenroda,bg_reuse_mehrere_mehrere_christ_pavilion_complete_ensemble,bg_reuse_mehrere_mehrere_christ_pavilion_complete_ensemble,1.0,auto_confirm,exact_slug_match,EXPO-Pavillon / Ausstellungskirche,Kirche / Klosterensemble,
p_christ_pavilion_volkenroda,bg_reuse_mehrere_mehrere_christ_pavilion_marble_glass_wall,bg_reuse_mehrere_mehrere_christ_pavilion_marble_glass_wall,1.0,auto_confirm,exact_slug_match,Raumhuelle EXPO-Pavillon,Huelle / Raumstimmung Christusraum,
p_christ_pavilion_volkenroda,bg_reuse_stahl_mehrere_christ_pavilion_roof_structure,bg_reuse_stahl_mehrere_christ_pavilion_roof_structure,1.0,auto_confirm,exact_slug_match,Dachtragwerk EXPO-Pavillon,Dachtragwerk Kirche,
p_christ_pavilion_volkenroda,bg_reuse_stahl_stuetze_christ_pavilion_cross,bg_reuse_stahl_stuetze_christ_pavilion_cross,1.0,auto_confirm,exact_slug_match,tragende Stuetzen EXPO-Pavillon,tragende Stuetzen Christusraum,
p_circl_abn_amro,bg_dismantled_holz_mehrere_circl_larch_structure,bg_dismantled_holz_mehrere_circl_larch_structure,1.0,auto_confirm,exact_slug_match,,,
p_circl_abn_amro,bg_planned_mehrere_fassade_circl_remountable_facade,bg_planned_mehrere_fassade_circl_remountable_facade,1.0,auto_confirm,exact_slug_match,,,
p_circl_abn_amro,bg_planned_mehrere_technik_circl_leased_lifts,bg_planned_mehrere_technik_circl_leased_lifts,1.0,auto_confirm,exact_slug_match,,,
p_circl_abn_amro,bg_reuse_daemmstoff_daemmung_circl_jeans_insulation,bg_reuse_daemmstoff_daemmung_circl_jeans_insulation,1.0,auto_confirm,exact_slug_match,jeans (clothing),ceiling insulation,
p_circl_abn_amro,bg_reuse_holz_boden_circl_window_frame_floor,bg_reuse_holz_boden_circl_window_frame_floor,1.0,auto_confirm,exact_slug_match,wooden window frames (rejected),floorboards,
p_circl_abn_amro,bg_reuse_mehrere_ausbau_circl_restored_furniture,bg_reuse_mehrere_ausbau_circl_restored_furniture,1.0,auto_confirm,exact_slug_match,,,
p_circl_abn_amro,bg_reuse_mehrere_fenster_circl_conference_windows,bg_reuse_mehrere_fenster_circl_conference_windows,1.0,auto_confirm,exact_slug_match,,,
p_circl_abn_amro,bg_reuse_textil_wand_circl_clothing_felt,bg_reuse_textil_wand_circl_clothing_felt,1.0,auto_confirm,exact_slug_match,business clothing,wall + tribune felt,
p_circl_abn_amro,bg_dismantled_mehrere_boden_circl_floor_structure,,0.0,no_batch_equiv,no_plausible_batch_match,,,
p_circl_abn_amro,bg_dismantled_mehrere_technik_circl_solar_panels,,0.0,no_batch_equiv,no_plausible_batch_match,,,
p_circl_abn_amro,bg_planned_kunststoff_boden_circl_c2c_tarkett,,0.0,no_batch_equiv,no_plausible_batch_match,,,
p_circl_abn_amro,bg_planned_mehrere_technik_circl_leased_lighting,,0.0,no_batch_equiv,no_plausible_batch_match,,,
p_circl_abn_amro,bg_reuse_mehrere_ausbau_circl_greenery_harvest,,0.0,no_batch_equiv,no_plausible_batch_match,,,
p_circl_abn_amro,bg_reuse_metall_technik_circl_fire_hose_cabinets,,0.0,no_batch_equiv,no_plausible_batch_match,,,
p_circl_abn_amro,bg_reuse_mineralisch_boden_circl_pcm_tiles,,0.0,no_batch_equiv,no_plausible_batch_match,,,
p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,bg_reuse_beton_fassade_ccn_parapets,bg_reuse_beton_fassade_ccn_parapets,1.0,auto_confirm,exact_slug_match,Fassadenanteil / Brüstung,separat gelagert / mögliche neue Verwendung,
p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,bg_reuse_stahlbeton_decke_ccn_hollow_core_slabs,bg_reuse_stahlbeton_decke_ccn_hollow_core_slabs,1.0,auto_confirm,exact_slug_match,Geschossdecken im Prinsenhof A,geplante Decken / Tragstruktur im CCN; einzelne Platten auch fuer Sporthalle Arn,
p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,bg_reuse_stahlbeton_mehrere_ccn_prefab_facade_elements,bg_reuse_stahlbeton_mehrere_ccn_prefab_facade_elements,1.0,auto_confirm,exact_slug_match,tragende / abschliessende Fassade am Prinsenhof A,geplante Fassaden-/strukturelle Elemente im CCN,
p_circular_pavilion_paris,bg_reuse_daemmstoff_daemmung_circular_pavilion_mineral_wool,bg_reuse_daemmstoff_daemmung_circular_pavilion_mineral_wool,1.0,auto_confirm,exact_slug_match,Dachdaemmung eines Supermarkts,Innendaemmung des Pavillons,
p_circular_pavilion_paris,bg_reuse_holz_boden_circular_pavilion_terrace_decking,bg_reuse_holz_boden_circular_pavilion_terrace_decking,1.0,auto_confirm,exact_slug_match,temporärer Aussenbelag Paris-Plage,Terrassenrost / Aussenbelag,
p_circular_pavilion_paris,bg_reuse_holz_mehrere_circular_pavilion_doors_facade,bg_reuse_holz_mehrere_circular_pavilion_doors_facade,1.0,auto_confirm,exact_slug_match,Innentueren aus Wohngebaeudesanierung Paris 19e,Fassadenbekleidung / sichtbare Huelle des Pavillons,
p_circular_pavilion_paris,bg_reuse_holz_mehrere_circular_pavilion_exhibition_panels,bg_reuse_holz_mehrere_circular_pavilion_exhibition_panels,1.0,auto_confirm,exact_slug_match,Ausstellungspaneele / Trennwaende,Boden und Waende im Pavillon,
p_circular_pavilion_paris,bg_reuse_holz_mehrere_circular_pavilion_structure,bg_reuse_holz_mehrere_circular_pavilion_structure,1.0,auto_confirm,exact_slug_match,Baustellenrest / Ueberschussmaterial,Trag- / Rahmenstruktur des Pavillons,
p_circular_pavilion_paris,bg_reuse_unbekannt_technik_circular_pavilion_lights,bg_reuse_unbekannt_technik_circular_pavilion_lights,1.0,auto_confirm,exact_slug_match,öffentliche Beleuchtung,Pavillonbeleuchtung,
p_crclr_house_impact_hub_berlin,bg_reuse_holz_mehrere_crclr_recycled_gallery_interior,bg_reuse_holz_mehrere_crclr_recycled_gallery_interior,1.0,auto_confirm,exact_slug_match,"Abrissbaustellen, Messen, Museen, Lagerbestände, Schreinereireste",Galerie / Innenausbau Impact Hub,
p_crclr_house_impact_hub_berlin,bg_reuse_keramik_technik_crclr_sanitary_objects,bg_reuse_keramik_technik_crclr_sanitary_objects,1.0,auto_confirm,exact_slug_match,Sanitärobjekte,Sanitärausstattung,
p_crclr_house_impact_hub_berlin,bg_reuse_mehrere_fassade_crclr_curtain_wall_sheet_glass,bg_reuse_mehrere_fassade_crclr_curtain_wall_sheet_glass,1.0,auto_confirm,exact_slug_match,Fassaden-/Bauteile aus Rueckbau/Bestand,Fassade / Innenausbau,
p_crclr_house_impact_hub_berlin,bg_reuse_mehrere_mehrere_crclr_wood_aluminium_windows,bg_reuse_mehrere_mehrere_crclr_wood_aluminium_windows,1.0,auto_confirm,exact_slug_match,Fenster aus externer Quelle / Versicherungsschaden,Fassade / Belichtung,
p_crclr_house_impact_hub_berlin,bg_reuse_stahl_mehrere_crclr_roof_to_stair_stringers,bg_reuse_stahl_mehrere_crclr_roof_to_stair_stringers,1.0,auto_confirm,exact_slug_match,Dachtragwerk der Bestandshalle,Treppenwangen / tragende Treppenstruktur,
p_crclr_house_impact_hub_berlin,bg_reuse_stahl_mehrere_crclr_trusses_greenhouse,bg_reuse_stahl_mehrere_crclr_trusses_greenhouse,1.0,auto_confirm,exact_slug_match,Dachtragwerk der Halle,Gewaechshausdach laut einzelnen Quellen; Realisierung/Umfang unklar,
p_elementa_walkeweg,bg_planned_holz_decke_elementa_brettstapel,bg_planned_holz_decke_elementa_brettstapel,1.0,auto_confirm,exact_slug_match,,,
p_elementa_walkeweg,bg_planned_lehm_erde_wand_elementa_clay,bg_planned_lehm_erde_wand_elementa_clay,1.0,auto_confirm,exact_slug_match,,,
p_elementa_walkeweg,bg_reuse_mineralisch_stuetze_elementa_baufeld_c,bg_reuse_mineralisch_stuetze_elementa_baufeld_c,1.0,auto_confirm,exact_slug_match,,,
p_elementa_walkeweg,bg_reuse_mineralisch_wand_elementa_baufeld_d,bg_reuse_mineralisch_wand_elementa_baufeld_d,1.0,auto_confirm,exact_slug_match,,,
p_elys_kultur_gewerbehaus_basel,bg_retained_mehrere_mehrere_elys_concrete_halls,bg_retained_mehrere_mehrere_elys_concrete_halls,1.0,auto_confirm,exact_slug_match,Tragstruktur des Coop-Verteilzentrums,weitergenutzte Tragstruktur des Kultur- und Gewerbehauses,
p_elys_kultur_gewerbehaus_basel,bg_reuse_aluminium_fassade_elys_trapezoidal_sheet,bg_reuse_aluminium_fassade_elys_trapezoidal_sheet,1.0,auto_confirm,exact_slug_match,Dach-/Fassadenblech ehemaliges Getränkelager / Dachaufbauten,Fassadenbekleidung,
p_elys_kultur_gewerbehaus_basel,bg_reuse_daemmstoff_mehrere_elys_stone_wool_restock_insulation,bg_reuse_daemmstoff_mehrere_elys_stone_wool_restock_insulation,1.0,auto_confirm,exact_slug_match,Dämmung / Restmaterial,Fassadendämmung,
p_elys_kultur_gewerbehaus_basel,bg_reuse_glas_mehrere_elys_restposten_windows,bg_reuse_glas_mehrere_elys_restposten_windows,1.0,auto_confirm,exact_slug_match,Fenster / Lagerware,Fassade,
p_elys_kultur_gewerbehaus_basel,bg_reuse_holz_fassade_elys_reuse_system,bg_reuse_holz_fassade_elys_reuse_system,1.0,auto_confirm,exact_slug_match,diverse Alt-/Restmaterialien,neue Fassadenfläche / Hülle,
p_elys_kultur_gewerbehaus_basel,bg_reuse_holz_mehrere_elys_frame,bg_reuse_holz_mehrere_elys_frame,1.0,auto_confirm,exact_slug_match,Dachstuhl / Bauholz,Holzrahmen der Fassadenelemente,
p_elys_kultur_gewerbehaus_basel,bg_reuse_stahl_mehrere_elys_gratings_and_garage_door,bg_reuse_stahl_mehrere_elys_gratings_and_garage_door,1.0,auto_confirm,exact_slug_match,Gitterroste / Garagentor der ehemaligen Grossbäckerei,Brüstungsgitter / Öffnung / Fassadendetail,
p_europa_building_brussels,bg_retained_mehrere_mehrere_europa_residence_palace_parts,bg_retained_mehrere_mehrere_europa_residence_palace_parts,1.0,auto_confirm,exact_slug_match,historischer Wohn-/Bürobestand,integrierter historischer Gebäudeteil des Europa Building,
p_europa_building_brussels,bg_reuse_holz_mehrere_europa_restored_window_frames,bg_reuse_holz_mehrere_europa_restored_window_frames,1.0,auto_confirm,exact_slug_match,Fensterrahmen aus Renovierungs- oder Abbruchstellen in EU-Ländern,äußere Patchwork-Fassade / zweite Haut,
p_ferme_du_rail_paris,bg_reuse_holz_ausbau_ferme_fixed_cupboards,bg_reuse_holz_papier_ferme_du_rail_recycled_fibre_wall_panels,0.155,needs_review,weak_guess_0.16,unbekannt,feste Schränke in Wohnungen,Recycled wood or paper fibres are named for wall panels.
p_ferme_du_rail_paris,bg_reuse_holz_mehrere_ferme_window_frames_endgrain_floor,,0.0,no_batch_equiv,no_plausible_batch_match,Fenster,Holzpflaster / Parkett im Gemeinschaftsraum,
p_ferme_du_rail_paris,bg_reuse_holz_mehrere_ferme_window_frames_roof_terrace,,0.0,no_batch_equiv,no_plausible_batch_match,Fenster,"Dachterrassen-Akroterie, Pflanztröge, Geländer",
p_ferme_du_rail_paris,bg_reuse_keramik_mehrere_ferme_tiles_bathroom_walls,,0.0,no_batch_equiv,no_plausible_batch_match,Restbestand / Bodenfliesen,Badwandbelag,
p_ferme_du_rail_paris,bg_reuse_mehrere_boden_ferme_bitumen_concrete_blocks_paths,,0.0,no_batch_equiv,no_plausible_batch_match,Abbruchmaterial,Außenwege und Zirkulationen,
