from_node_id,edge_type,to_node_id,evidence_status,source_url,source_quote,applicability_reason,missing_info,confidence
nf_zustands_und_massaufnahme,GESTUETZT_AUF_REGELWERK,rw_din_spec_91525,rule_documented,https://www.dinmedia.de/en/technical-rule/din-spec-91525/397760893,"Anschlussnutzungskonzept (PUC): einheitliche Kriterien fuer die wirtschaftliche, technische und oekologische Bewertung von Bauteilen fuer die Wiederverwendung.",Nachweis is required/backed by this rule,,0.9
nf_dauerhaftigkeit_restlebensdauer,GESTUETZT_AUF_REGELWERK,rw_din_spec_91525,rule_documented,https://www.dinmedia.de/en/technical-rule/din-spec-91525/397760893,"Anschlussnutzungskonzept (PUC): einheitliche Kriterien fuer die wirtschaftliche, technische und oekologische Bewertung von Bauteilen fuer die Wiederverwendung.",Nachweis is required/backed by this rule,,0.9
rf_reusedokumentationfrage,ERFORDERT_NACHWEIS,nf_dauerhaftigkeit_restlebensdauer,rule_documented,https://www.dinmedia.de/en/technical-rule/din-spec-91525/397760893,"Anschlussnutzungskonzept (PUC): einheitliche Kriterien fuer die wirtschaftliche, technische und oekologische Bewertung von Bauteilen fuer die Wiederverwendung.",question answered via rw_din_spec_91525,,0.9
rf_rueckbau_und_bauteilernte_frage,ERFORDERT_NACHWEIS,nf_dauerhaftigkeit_restlebensdauer,rule_documented,https://www.dinmedia.de/en/technical-rule/din-spec-91525/397760893,"Anschlussnutzungskonzept (PUC): einheitliche Kriterien fuer die wirtschaftliche, technische und oekologische Bewertung von Bauteilen fuer die Wiederverwendung.",question answered via rw_din_spec_91525,,0.9
rw_vdi_6210,GILT_IN_LAND,land_deutschland,rule_documented,https://www.vdi.de/richtlinien/details/vdi-6210-blatt-1-abbruch-von-baulichen-und-technischen-anlagen,"Gilt fuer vollstaendigen Rueckbau und Abbrucharbeiten im Bestand; beschreibt Gewinnung, Bereitstellung, Zwischenlagerung und Verbleib der anfallenden Stoffe.",jurisdiction of the rule,,0.85
nf_herkunfts_und_rueckbaudokumentation,GESTUETZT_AUF_REGELWERK,rw_vdi_6210,rule_documented,https://www.vdi.de/richtlinien/details/vdi-6210-blatt-1-abbruch-von-baulichen-und-technischen-anlagen,"Gilt fuer vollstaendigen Rueckbau und Abbrucharbeiten im Bestand; beschreibt Gewinnung, Bereitstellung, Zwischenlagerung und Verbleib der anfallenden Stoffe.",Nachweis is required/backed by this rule,,0.85
nf_genehmigungs_oder_zustimmungsbedarf,GESTUETZT_AUF_REGELWERK,rw_vdi_6210,rule_documented,https://www.vdi.de/richtlinien/details/vdi-6210-blatt-1-abbruch-von-baulichen-und-technischen-anlagen,"Gilt fuer vollstaendigen Rueckbau und Abbrucharbeiten im Bestand; beschreibt Gewinnung, Bereitstellung, Zwischenlagerung und Verbleib der anfallenden Stoffe.",Nachweis is required/backed by this rule,,0.85
rf_rueckbau_und_bauteilernte_frage,ERFORDERT_NACHWEIS,nf_genehmigungs_oder_zustimmungsbedarf,rule_documented,https://www.vdi.de/richtlinien/details/vdi-6210-blatt-1-abbruch-von-baulichen-und-technischen-anlagen,"Gilt fuer vollstaendigen Rueckbau und Abbrucharbeiten im Bestand; beschreibt Gewinnung, Bereitstellung, Zwischenlagerung und Verbleib der anfallenden Stoffe.",question answered via rw_vdi_6210,,0.85
rw_krwg,GILT_IN_LAND,land_deutschland,rule_documented,https://www.gesetze-im-internet.de/krwg/__6.html,"Abfallhierarchie: Vermeidung, Vorbereitung zur Wiederverwendung (Pruefung/Reinigung/Reparatur), Recycling, sonstige Verwertung, Beseitigung.",jurisdiction of the rule,,0.9
nf_herkunfts_und_rueckbaudokumentation,GESTUETZT_AUF_REGELWERK,rw_krwg,rule_documented,https://www.gesetze-im-internet.de/krwg/__6.html,"Abfallhierarchie: Vermeidung, Vorbereitung zur Wiederverwendung (Pruefung/Reinigung/Reparatur), Recycling, sonstige Verwertung, Beseitigung.",Nachweis is required/backed by this rule,,0.9
rw_eu_cpr_2024_3110,GILT_IN_LAND,land_deutschland,rule_documented,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,EU-wide regulation,,0.9
rw_eu_cpr_2024_3110,GILT_IN_LAND,land_oesterreich,comparative_only,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,EU-wide regulation,,0.9
rw_eu_cpr_2024_3110,GILT_IN_LAND,land_belgien,comparative_only,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,EU-wide regulation,,0.9
rw_eu_cpr_2024_3110,GILT_IN_LAND,land_niederlande,comparative_only,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,EU-wide regulation,,0.9
rw_eu_cpr_2024_3110,GILT_IN_LAND,land_frankreich,comparative_only,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,EU-wide regulation,,0.9
rw_eu_cpr_2024_3110,GILT_IN_LAND,land_daenemark,comparative_only,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,EU-wide regulation,,0.9
rw_eu_cpr_2024_3110,GILT_IN_LAND,land_norwegen,comparative_only,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,EU-wide regulation,,0.9
nf_produktstatus_und_leistungserklaerung,GESTUETZT_AUF_REGELWERK,rw_eu_cpr_2024_3110,rule_documented,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,Nachweis is required/backed by this rule,,0.9
nf_herkunfts_und_rueckbaudokumentation,GESTUETZT_AUF_REGELWERK,rw_eu_cpr_2024_3110,rule_documented,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,Nachweis is required/backed by this rule,,0.9
rf_bauproduktstatus_frage,ERFORDERT_NACHWEIS,nf_produktstatus_und_leistungserklaerung,rule_documented,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,question answered via rw_eu_cpr_2024_3110,,0.9
rf_bauproduktstatus_frage,ERFORDERT_NACHWEIS,nf_herkunfts_und_rueckbaudokumentation,rule_documented,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,question answered via rw_eu_cpr_2024_3110,,0.9
rf_reusedokumentationfrage,ERFORDERT_NACHWEIS,nf_produktstatus_und_leistungserklaerung,rule_documented,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,Erweiterter Anwendungsbereich umfasst gebrauchte Produkte; digitaler Produktpass muss Informationen fuer Wiederverwendung und Refurbishment bereitstellen.,question answered via rw_eu_cpr_2024_3110,,0.9
rw_eu_cpr_305_2011,GILT_IN_LAND,land_deutschland,rule_documented,https://www.maschinenrichtlinie.de/mbt-leitfaden/eu-binnenmarkt/eu-produktvorschriften/bauprodukte-verordnung-eu-nr-305/2011-/-eu-nr-2024/3110/,Fuer CE-gekennzeichnete Bauprodukte nach Verordnung (EU) 305/2011 werden keine nationalen Verwendbarkeitsnachweise ausgestellt.,EU-wide regulation,,0.8
rw_eu_cpr_305_2011,GILT_IN_LAND,land_oesterreich,comparative_only,https://www.maschinenrichtlinie.de/mbt-leitfaden/eu-binnenmarkt/eu-produktvorschriften/bauprodukte-verordnung-eu-nr-305/2011-/-eu-nr-2024/3110/,Fuer CE-gekennzeichnete Bauprodukte nach Verordnung (EU) 305/2011 werden keine nationalen Verwendbarkeitsnachweise ausgestellt.,EU-wide regulation,,0.8
rw_eu_cpr_305_2011,GILT_IN_LAND,land_belgien,comparative_only,https://www.maschinenrichtlinie.de/mbt-leitfaden/eu-binnenmarkt/eu-produktvorschriften/bauprodukte-verordnung-eu-nr-305/2011-/-eu-nr-2024/3110/,Fuer CE-gekennzeichnete Bauprodukte nach Verordnung (EU) 305/2011 werden keine nationalen Verwendbarkeitsnachweise ausgestellt.,EU-wide regulation,,0.8
rw_eu_cpr_305_2011,GILT_IN_LAND,land_niederlande,comparative_only,https://www.maschinenrichtlinie.de/mbt-leitfaden/eu-binnenmarkt/eu-produktvorschriften/bauprodukte-verordnung-eu-nr-305/2011-/-eu-nr-2024/3110/,Fuer CE-gekennzeichnete Bauprodukte nach Verordnung (EU) 305/2011 werden keine nationalen Verwendbarkeitsnachweise ausgestellt.,EU-wide regulation,,0.8
rw_eu_cpr_305_2011,GILT_IN_LAND,land_frankreich,comparative_only,https://www.maschinenrichtlinie.de/mbt-leitfaden/eu-binnenmarkt/eu-produktvorschriften/bauprodukte-verordnung-eu-nr-305/2011-/-eu-nr-2024/3110/,Fuer CE-gekennzeichnete Bauprodukte nach Verordnung (EU) 305/2011 werden keine nationalen Verwendbarkeitsnachweise ausgestellt.,EU-wide regulation,,0.8
rw_eu_cpr_305_2011,GILT_IN_LAND,land_daenemark,comparative_only,https://www.maschinenrichtlinie.de/mbt-leitfaden/eu-binnenmarkt/eu-produktvorschriften/bauprodukte-verordnung-eu-nr-305/2011-/-eu-nr-2024/3110/,Fuer CE-gekennzeichnete Bauprodukte nach Verordnung (EU) 305/2011 werden keine nationalen Verwendbarkeitsnachweise ausgestellt.,EU-wide regulation,,0.8
rw_eu_cpr_305_2011,GILT_IN_LAND,land_norwegen,comparative_only,https://www.maschinenrichtlinie.de/mbt-leitfaden/eu-binnenmarkt/eu-produktvorschriften/bauprodukte-verordnung-eu-nr-305/2011-/-eu-nr-2024/3110/,Fuer CE-gekennzeichnete Bauprodukte nach Verordnung (EU) 305/2011 werden keine nationalen Verwendbarkeitsnachweise ausgestellt.,EU-wide regulation,,0.8
nf_produktstatus_und_leistungserklaerung,GESTUETZT_AUF_REGELWERK,rw_eu_cpr_305_2011,rule_documented,https://www.maschinenrichtlinie.de/mbt-leitfaden/eu-binnenmarkt/eu-produktvorschriften/bauprodukte-verordnung-eu-nr-305/2011-/-eu-nr-2024/3110/,Fuer CE-gekennzeichnete Bauprodukte nach Verordnung (EU) 305/2011 werden keine nationalen Verwendbarkeitsnachweise ausgestellt.,Nachweis is required/backed by this rule,,0.8
rw_trgs_519,GILT_IN_LAND,land_deutschland,rule_documented,https://www.baua.de/DE/Angebote/Regelwerk/TRGS/TRGS-519,Asbest: Vor jeder Taetigkeit systematische Informationsermittlung und Gefaehrdungsbeurteilung; Anzeige bei der Behoerde mind. eine Woche vor Beginn.,jurisdiction of the rule,,0.95
nf_asbest_check,GESTUETZT_AUF_REGELWERK,rw_trgs_519,rule_documented,https://www.baua.de/DE/Angebote/Regelwerk/TRGS/TRGS-519,Asbest: Vor jeder Taetigkeit systematische Informationsermittlung und Gefaehrdungsbeurteilung; Anzeige bei der Behoerde mind. eine Woche vor Beginn.,Nachweis is required/backed by this rule,,0.95
rf_schadstoff_frage,ERFORDERT_NACHWEIS,nf_asbest_check,rule_documented,https://www.baua.de/DE/Angebote/Regelwerk/TRGS/TRGS-519,Asbest: Vor jeder Taetigkeit systematische Informationsermittlung und Gefaehrdungsbeurteilung; Anzeige bei der Behoerde mind. eine Woche vor Beginn.,question answered via rw_trgs_519,,0.95
rw_trgs_521,GILT_IN_LAND,land_deutschland,rule_documented,https://www.baua.de/DE/Angebote/Regelwerk/TRGS/pdf/TRGS-521.pdf,"KMF vor 1996 als krebserzeugend Kat. 2 (alte Mineralwolle); Handhabung nur im Rahmen von Abbruch-, Sanierungs- und Instandhaltungsarbeiten mit Schutzmassnahmen.",jurisdiction of the rule,,0.9
nf_kmf_check,GESTUETZT_AUF_REGELWERK,rw_trgs_521,rule_documented,https://www.baua.de/DE/Angebote/Regelwerk/TRGS/pdf/TRGS-521.pdf,"KMF vor 1996 als krebserzeugend Kat. 2 (alte Mineralwolle); Handhabung nur im Rahmen von Abbruch-, Sanierungs- und Instandhaltungsarbeiten mit Schutzmassnahmen.",Nachweis is required/backed by this rule,,0.9
rf_schadstoff_frage,ERFORDERT_NACHWEIS,nf_kmf_check,rule_documented,https://www.baua.de/DE/Angebote/Regelwerk/TRGS/pdf/TRGS-521.pdf,"KMF vor 1996 als krebserzeugend Kat. 2 (alte Mineralwolle); Handhabung nur im Rahmen von Abbruch-, Sanierungs- und Instandhaltungsarbeiten mit Schutzmassnahmen.",question answered via rw_trgs_521,,0.9
rw_gefstoffv,GILT_IN_LAND,land_deutschland,rule_documented,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",jurisdiction of the rule,,0.9
nf_asbest_check,GESTUETZT_AUF_REGELWERK,rw_gefstoffv,rule_documented,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",Nachweis is required/backed by this rule,,0.9
nf_schadstoffpruefung,GESTUETZT_AUF_REGELWERK,rw_gefstoffv,rule_documented,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",Nachweis is required/backed by this rule,,0.9
rf_schadstoff_frage,ERFORDERT_NACHWEIS,nf_schadstoffpruefung,rule_documented,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",question answered via rw_gefstoffv,,0.9
rw_reach_annex_xvii,GILT_IN_LAND,land_deutschland,rule_documented,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",EU-wide regulation,,0.85
rw_reach_annex_xvii,GILT_IN_LAND,land_oesterreich,comparative_only,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",EU-wide regulation,,0.85
rw_reach_annex_xvii,GILT_IN_LAND,land_belgien,comparative_only,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",EU-wide regulation,,0.85
rw_reach_annex_xvii,GILT_IN_LAND,land_niederlande,comparative_only,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",EU-wide regulation,,0.85
rw_reach_annex_xvii,GILT_IN_LAND,land_frankreich,comparative_only,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",EU-wide regulation,,0.85
rw_reach_annex_xvii,GILT_IN_LAND,land_daenemark,comparative_only,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",EU-wide regulation,,0.85
rw_reach_annex_xvii,GILT_IN_LAND,land_norwegen,comparative_only,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",EU-wide regulation,,0.85
nf_formaldehyd_oder_emissionsnachweis,GESTUETZT_AUF_REGELWERK,rw_reach_annex_xvii,rule_documented,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",Nachweis is required/backed by this rule,,0.85
nf_schwermetall_oder_bleifarbe_check,GESTUETZT_AUF_REGELWERK,rw_reach_annex_xvii,rule_documented,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",Nachweis is required/backed by this rule,,0.85
rf_schadstoff_frage,ERFORDERT_NACHWEIS,nf_formaldehyd_oder_emissionsnachweis,rule_documented,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",question answered via rw_reach_annex_xvii,,0.85
rf_schadstoff_frage,ERFORDERT_NACHWEIS,nf_schwermetall_oder_bleifarbe_check,rule_documented,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",question answered via rw_reach_annex_xvii,,0.85
rw_reach_annex_xvii,BETRIFFT_MATERIAL,mat_mdf,rule_documented,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,"Ab 6.8.2026 Holzwerkstoff-Artikel/Moebel nur < 0,062 mg/m3 Formaldehyd; andere Artikel/Bauprodukte < 0,080 mg/m3.",rule governs/assesses this material for reuse,,0.85
rw_pop_2019_1021,GILT_IN_LAND,land_deutschland,rule_documented,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,Anforderungen an Verwendung und Freisetzung persistenter organischer Schadstoffe (u.a. PCB); Bestimmungen fuer die Entsorgung kontaminierter Abfaelle.,EU-wide regulation,,0.85
rw_pop_2019_1021,GILT_IN_LAND,land_oesterreich,comparative_only,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,Anforderungen an Verwendung und Freisetzung persistenter organischer Schadstoffe (u.a. PCB); Bestimmungen fuer die Entsorgung kontaminierter Abfaelle.,EU-wide regulation,,0.85
rw_pop_2019_1021,GILT_IN_LAND,land_belgien,comparative_only,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,Anforderungen an Verwendung und Freisetzung persistenter organischer Schadstoffe (u.a. PCB); Bestimmungen fuer die Entsorgung kontaminierter Abfaelle.,EU-wide regulation,,0.85
rw_pop_2019_1021,GILT_IN_LAND,land_niederlande,comparative_only,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,Anforderungen an Verwendung und Freisetzung persistenter organischer Schadstoffe (u.a. PCB); Bestimmungen fuer die Entsorgung kontaminierter Abfaelle.,EU-wide regulation,,0.85
rw_pop_2019_1021,GILT_IN_LAND,land_frankreich,comparative_only,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,Anforderungen an Verwendung und Freisetzung persistenter organischer Schadstoffe (u.a. PCB); Bestimmungen fuer die Entsorgung kontaminierter Abfaelle.,EU-wide regulation,,0.85
rw_pop_2019_1021,GILT_IN_LAND,land_daenemark,comparative_only,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,Anforderungen an Verwendung und Freisetzung persistenter organischer Schadstoffe (u.a. PCB); Bestimmungen fuer die Entsorgung kontaminierter Abfaelle.,EU-wide regulation,,0.85
rw_pop_2019_1021,GILT_IN_LAND,land_norwegen,comparative_only,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,Anforderungen an Verwendung und Freisetzung persistenter organischer Schadstoffe (u.a. PCB); Bestimmungen fuer die Entsorgung kontaminierter Abfaelle.,EU-wide regulation,,0.85
nf_pcb_check,GESTUETZT_AUF_REGELWERK,rw_pop_2019_1021,rule_documented,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,Anforderungen an Verwendung und Freisetzung persistenter organischer Schadstoffe (u.a. PCB); Bestimmungen fuer die Entsorgung kontaminierter Abfaelle.,Nachweis is required/backed by this rule,,0.85
