anchor_id,rel_type,target_id,target_label,evidence_url,evidence_quote,line_ref,evidence_basis,final_decision,source_note,pass8_action,evidence_tier,finalest_decision
bauteilladen_winterthur,HAT_BAUTEILTYP,bt_fenster,fenster,https://bauteilladen.ch/shop/,Listing title: “3-flügler Holz/ Metall JG 2012”.,L83-L84,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""Holz/Metall""; raw component=""window / Fenster""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
bauteilladen_winterthur,NUTZT_MATERIAL,mat_holz,holz,https://bauteilladen.ch/shop/,Listing title: “2 -flügl Holz/Metallfenster JG 2012”.,L79-L84,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""Holz/Metall""; raw component=""window / Fenster""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
bauteilladen_winterthur,NUTZT_MATERIAL,mat_holz,holz,https://bauteilladen.ch/shop/,Listing title: “3-flügler Holz/ Metall JG 2012”.,L83-L84,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""Holz/Metall""; raw component=""window / Fenster""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
bauteilladen_winterthur,NUTZT_MATERIAL,mat_naturstein,naturstein,https://bauteilladen.ch/shop/,Listings include “Granitabdeckung ohne Ausschnitt” and “Granitabdeckung”.,L86-L87,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""Granit""; raw component=""cover/countertop slab / Abdeckung""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
bauteilnetz_deutschland,HAT_BAUTEILTYP,bt_boden,Boden / Fliesen / Fußbodenfliese,https://www.bauteilnetz.de/bauteilnetz/website/bauteilsuche/fussbodenfliese?btk_bauteil_show=17866&btk_suche=true&btk_kid=1&btkt_local=false&btkt_fs_andor=and&btkt_detailsuche=true&btkt_anzopt=false&btkt_simple_search_off=false&btkt_specialsuche=false&btk_sort=BauteilAngebot.ErfassungsDatum_desc,Breadcrumb “Suche » Böden » Fliesen » Bauteil”; title “Fußbodenfliese”.,web lines 60-62,PRODUCT_DETAIL_URL,IMPORT_SAFE_DIRECT_PRODUCT,User-provided product/detail URL verified in final pass.,CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
bauteilnetz_deutschland,HAT_BAUTEILTYP,bt_dach,Dach / Dachhaut / Dachziegel,https://www.bauteilnetz.de/bauteilnetz/website/bauteilsuche/dachziegel_firstziegel_lueftersteine_maschinell?btk_bauteil_show=17936&btk_suche=true&btk_kid=2&btkt_local=false&btkt_fs_andor=and&btkt_detailsuche=true&btkt_anzopt=false&btkt_simple_search_off=false&btkt_specialsuche=false&btk_sort=BauteilAngebot.ErfassungsDatum_desc,"Breadcrumb “Suche » Wände / Dach » Dachhaut » Bauteil”; title “Dachziegel, Firstziegel, Lüftersteine maschinell”.",web lines 60-62,PRODUCT_DETAIL_URL,IMPORT_SAFE_DIRECT_PRODUCT,Direct product/detail URL; category and title prove Dach.,CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
bauteilnetz_deutschland,NUTZT_MATERIAL,mat_keramik,Keramik,https://www.bauteilnetz.de/bauteilnetz/website/bauteilsuche/fussbodenfliese?btk_bauteil_show=17866&btk_suche=true&btk_kid=1&btkt_local=false&btkt_fs_andor=and&btkt_detailsuche=true&btkt_anzopt=false&btkt_simple_search_off=false&btkt_specialsuche=false&btk_sort=BauteilAngebot.ErfassungsDatum_desc,The product detail page lists “Material: Keramik”.,web lines 92-94,PRODUCT_DETAIL_URL,IMPORT_SAFE_DIRECT_PRODUCT,Direct material field; strongest evidence.,CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
bauteilnetz_deutschland,NUTZT_MATERIAL,mat_ziegel,Ziegel,https://www.bauteilnetz.de/bauteilnetz/website/bauteilsuche/dachziegel_firstziegel_lueftersteine_maschinell?btk_bauteil_show=17936&btk_suche=true&btk_kid=2&btkt_local=false&btkt_fs_andor=and&btkt_detailsuche=true&btkt_anzopt=false&btkt_simple_search_off=false&btkt_specialsuche=false&btk_sort=BauteilAngebot.ErfassungsDatum_desc,"Title says “Dachziegel”; details say “Ziegelsteine” and “Firstziegel”. The raw Material field says “Stein”, so do not map this to Naturstein.","web lines 62, 94-96, 127-131",PRODUCT_DETAIL_URL_WITH_RAW_FIELD_NOTE,IMPORT_SAFE_DIRECT_PRODUCT_WITH_NOTE,"Prior pass corrected: raw field is Stein, but title/details explicitly prove Ziegel/Dachziegel.",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,HAT_BAUTEILTYP,bt_dach,dach,https://www.cornermat.be/shop/page/4,Product text says stock includes “portes et portes-fenêtre… châssis et fenêtres de toit”.,L302-L307,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""NOT STATED IN SOURCE""; raw component=""exterior doors / door-windows / roof windows""; status=PARTIAL_BAUTEILTYP_ONLY; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,HAT_BAUTEILTYP,bt_fenster,fenster,https://www.cornermat.be/shop/page/4,Product “Fenêtre double vitrage carré”; description says “Châssis bois…” and Glass ID is listed.,L226-L235,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""wood frame + glass""; raw component=""window / fenêtre double glazing""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,HAT_BAUTEILTYP,bt_fenster,fenster,https://www.cornermat.be/shop/page/4,Product text says stock includes “portes et portes-fenêtre… châssis et fenêtres de toit”.,L302-L307,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""NOT STATED IN SOURCE""; raw component=""exterior doors / door-windows / roof windows""; status=PARTIAL_BAUTEILTYP_ONLY; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,HAT_BAUTEILTYP,bt_technik,technik,https://www.cornermat.be/shop/page/4,Description says “Lave-main céramique blanc…”.,L261-L270,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""céramique""; raw component=""hand wash basin / lave-mains""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,HAT_BAUTEILTYP,bt_tuer,tuer,https://www.cornermat.be/shop/page/4,Listing title “Porte contreplaqué”; description says “Porte en contreplaqué chêne…”.,L365-L371,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""contreplaqué chêne""; raw component=""door / porte""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,HAT_BAUTEILTYP,bt_tuer,tuer,https://www.cornermat.be/shop/page/4,Product text says stock includes “portes et portes-fenêtre… châssis et fenêtres de toit”.,L302-L307,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""NOT STATED IN SOURCE""; raw component=""exterior doors / door-windows / roof windows""; status=PARTIAL_BAUTEILTYP_ONLY; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,HAT_BAUTEILTYP,bt_wand,wand,https://www.cornermat.be/shop/page/4,Listing title “Bloc Silico-calcaire”; description says “Bloc Silico-calcaire rose”.,L374-L383,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""silico-calcaire""; raw component=""block / bloc""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,HAT_BAUTEILTYP,bt_wand,wand,https://www.cornermat.be/shop/page/4,Listing title “Briques Nelissen- LOT”; description says “Briques Nelissen Cap Gris Nez gris NEUVES”.,L388-L406,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""brick/masonry; clay not stated""; raw component=""bricks / briques""; status=DIRECT_EXPLICIT_LIMITED; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,HAT_BAUTEILTYP,bt_wand,wand,https://www.cornermat.be/shop/page/4,Listing title “Briques de verre”; description says “Briques transparentes (verre transparent)”.,L422-L435,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from component text. Raw material=""verre""; raw component=""glass bricks / briques de verre""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,NUTZT_MATERIAL,mat_glas,glas,https://www.cornermat.be/shop/page/4,Product “Fenêtre double vitrage carré”; description says “Châssis bois…” and Glass ID is listed.,L226-L235,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""wood frame + glass""; raw component=""window / fenêtre double glazing""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,NUTZT_MATERIAL,mat_glas,glas,https://www.cornermat.be/shop/page/4,Listing title “Carreau de verre coloré”; description says “Verre coloré fin…”.,L293-L300,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""verre""; raw component=""glass tile / carreau de verre""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,NUTZT_MATERIAL,mat_glas,glas,https://www.cornermat.be/shop/page/4,Listing title “Briques de verre”; description says “Briques transparentes (verre transparent)”.,L422-L435,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""verre""; raw component=""glass bricks / briques de verre""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,NUTZT_MATERIAL,mat_holz,holz,https://www.cornermat.be/shop/page/4,Product “Fenêtre double vitrage carré”; description says “Châssis bois…” and Glass ID is listed.,L226-L235,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""wood frame + glass""; raw component=""window / fenêtre double glazing""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,NUTZT_MATERIAL,mat_holz,holz,https://www.cornermat.be/shop/page/4,Listing title and description: “Chambranles bois contreplaqué”; “Chambranles bois naturel…”.,L274-L280,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""bois contreplaqué / natural wood""; raw component=""architraves / chambranles""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,NUTZT_MATERIAL,mat_holz,holz,https://www.cornermat.be/shop/page/4,Listing title “Porte contreplaqué”; description says “Porte en contreplaqué chêne…”.,L365-L371,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""contreplaqué chêne""; raw component=""door / porte""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,NUTZT_MATERIAL,mat_keramik,keramik,https://www.cornermat.be/shop/page/4,Product title “Liseré de céramique brune”; description says “Baguettes de carrelage brunes”.,L253-L257,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""céramique""; raw component=""ceramic trim / baguette de carrelage""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,NUTZT_MATERIAL,mat_keramik,keramik,https://www.cornermat.be/shop/page/4,Description says “Lave-main céramique blanc…”.,L261-L270,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""céramique""; raw component=""hand wash basin / lave-mains""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
cornermat_retrival,NUTZT_MATERIAL,mat_ziegel,ziegel,https://www.cornermat.be/shop/page/4,Listing title “Briques de verre”; description says “Briques transparentes (verre transparent)”.,L422-L435,direct_public_listing,IMPORT_SAFE_MAPPED_FROM_DIRECT_PRODUCT,"Pass4-6 mapped from material text. Raw material=""verre""; raw component=""glass bricks / briques de verre""; status=DIRECT_EXPLICIT; source_kind=webshop_listing_page",CARRIED_FORWARD_FROM_PASS_7,STRICT_IMPORT_SAFE,IMPORT_SAFE_STRICT
