anchor_id,rel_type,target_id,target_label,evidence_url,evidence_quote,line_ref,evidence_basis,final_decision,source_note,pass8_action
building_spares_market,NUTZT_MATERIAL,mat_holz,Holz,https://buildingsparesmarket.co.uk/,Homepage listing row names “Hardwood Front Door”.,L24-L26,DIRECT_FIRST_PARTY_LISTING,IMPORT_SAFE_SOURCE_LINE,Product/listing row names Hardwood and Front Door.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_tuer,Tür,https://buildingsparesmarket.co.uk/,Homepage listing row names “Hardwood Front Door”.,L24-L26,DIRECT_FIRST_PARTY_LISTING,IMPORT_SAFE_SOURCE_LINE,Door is a closed-set bauteiltyp.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,NUTZT_MATERIAL,mat_aluminium,Aluminium,https://buildingsparesmarket.co.uk/,Homepage listing row names “Origin Aluminium French Doors Frames & Glass Panels”.,L29-L31,DIRECT_FIRST_PARTY_LISTING,IMPORT_SAFE_SOURCE_LINE,Material aluminium explicitly named.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,NUTZT_MATERIAL,mat_glas,Glas,https://buildingsparesmarket.co.uk/,Homepage listing row names “Origin Aluminium French Doors Frames & Glass Panels”.,L29-L31,DIRECT_FIRST_PARTY_LISTING,IMPORT_SAFE_SOURCE_LINE,Material glass explicitly named.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_tuer,Tür,https://buildingsparesmarket.co.uk/,Homepage listing row names “Origin Aluminium French Doors Frames & Glass Panels”.,L29-L31,DIRECT_FIRST_PARTY_LISTING,IMPORT_SAFE_SOURCE_LINE,French doors are a door component.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_dach,Dach,https://buildingsparesmarket.co.uk/,Homepage top-picks/latest rows name “Roof Tiles”.,L40-L42; L108-L110,DIRECT_FIRST_PARTY_LISTING,IMPORT_SAFE_SOURCE_LINE,Roof tiles map to bt_dach; material not inferred unless exact material is shown.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,NUTZT_MATERIAL,mat_ziegel,Ziegel,https://buildingsparesmarket.co.uk/about/,About page lists “bricks” as example item sold through the marketplace.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,NUTZT_MATERIAL,mat_beton,Beton,https://buildingsparesmarket.co.uk/about/,About page lists “concrete blocks” as example item sold through the marketplace.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,NUTZT_MATERIAL,mat_daemmstoff,Dämmstoff,https://buildingsparesmarket.co.uk/about/,About page lists “insulation boards” as example item sold through the marketplace.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,NUTZT_MATERIAL,mat_holz,Holz,https://buildingsparesmarket.co.uk/about/,"About page lists “timber”, “floorboards”, “MDF”, “plywood” and “chipboard”.",L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,NUTZT_MATERIAL,mat_stahl,Stahl,https://buildingsparesmarket.co.uk/about/,About page lists “steel beams” and “lintels”.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_wand,Wand,https://buildingsparesmarket.co.uk/about/,"About page examples include bricks, concrete blocks, plasterboard and interior tiles.",L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_daemmung,Dämmung,https://buildingsparesmarket.co.uk/about/,About page examples include insulation boards.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_dach,Dach,https://buildingsparesmarket.co.uk/about/,About page examples include roof tiles.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_boden,Boden,https://buildingsparesmarket.co.uk/about/,About page examples include floorboards.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_traeger,Träger,https://buildingsparesmarket.co.uk/about/,About page examples include steel beams and lintels.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_fenster,Fenster,https://buildingsparesmarket.co.uk/about/,About page examples include windows.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
building_spares_market,HAT_BAUTEILTYP,bt_tuer,Tür,https://buildingsparesmarket.co.uk/about/,About page examples include doors.,L136-L137,DIRECT_FIRST_PARTY_SCOPE_LIST,IMPORT_SAFE_SOURCE_LINE,"First-party marketplace examples; category/scope-level, not individual SKU.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
re_store_harvestmap_vienna,NUTZT_MATERIAL,mat_beton,Beton,https://www.restore.or.at/product/betonsteine/,Product page title and content name “Betonsteine” with dimensions and stock quantity.,L33-L48,DIRECT_FIRST_PARTY_PRODUCT,IMPORT_SAFE_SOURCE_LINE,Product-level material evidence; Bauteiltyp remains unassigned because “Betonsteine” alone does not identify wall/floor/foundation with certainty.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
re_store_harvestmap_vienna,NUTZT_MATERIAL,mat_naturstein,Naturstein,https://www.restore.or.at/product/natursteinbelag-schiefer/,Product page title says “Natursteinbelag Schiefer”; text says “Schieferplatten im Aussenraum”.,L33-L47,DIRECT_FIRST_PARTY_PRODUCT,IMPORT_SAFE_SOURCE_LINE,Natural stone/slate product.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
re_store_harvestmap_vienna,HAT_BAUTEILTYP,bt_boden,Boden,https://www.restore.or.at/product/natursteinbelag-schiefer/,Product title “Natursteinbelag Schiefer” and unit m² for exterior slate slabs.,L33-L47,DIRECT_FIRST_PARTY_PRODUCT,IMPORT_SAFE_SOURCE_LINE,Belag/slabs in m² maps to floor/exterior paving surface; conservative note retained.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
re_store_harvestmap_vienna,NUTZT_MATERIAL,mat_naturstein,Naturstein,https://www.restore.or.at/product/natursteinpflaster/,Product title says “Natursteinpflaster”; description says granite paving stones.,L33-L49,DIRECT_FIRST_PARTY_PRODUCT,IMPORT_SAFE_SOURCE_LINE,Natural stone/granite explicitly named.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
re_store_harvestmap_vienna,HAT_BAUTEILTYP,bt_boden,Boden,https://www.restore.or.at/product/natursteinpflaster/,Product title says “Natursteinpflaster” and description says granite paving stones.,L33-L49,DIRECT_FIRST_PARTY_PRODUCT,IMPORT_SAFE_SOURCE_LINE,Paving maps to floor/exterior ground surface in the cross-walk.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
re_store_harvestmap_vienna,HAT_BAUTEILTYP,bt_dach,Dach,https://www.restore.or.at/product/dachziegel-biberschwanz/,Product title says “Dachziegel Biberschwanz”; description says roof tile clay/ton.,search result / page text,DIRECT_FIRST_PARTY_PRODUCT,IMPORT_SAFE_SOURCE_LINE,Roof tile is direct bt_dach evidence.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
re_store_harvestmap_vienna,NUTZT_MATERIAL,mat_keramik,Keramik,https://www.restore.or.at/product/dachziegel-biberschwanz/,Product title says “Dachziegel Biberschwanz”; description says roof tile clay/ton.,search result / page text,DIRECT_FIRST_PARTY_PRODUCT,IMPORT_SAFE_SOURCE_LINE,Brief cross-walk maps Dachziegel/roof tiles to mat_keramik when material is named clay/ton.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
re_store_harvestmap_vienna,NUTZT_MATERIAL,mat_holz,Holz,https://www.restore.or.at/product/laerchenschindel/,Product title says “Lärchenschindel”; text says larch shingles and roof/underroof use.,search result / page text,DIRECT_FIRST_PARTY_PRODUCT,IMPORT_SAFE_SOURCE_LINE,Larch is wood.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
re_store_harvestmap_vienna,HAT_BAUTEILTYP,bt_dach,Dach,https://www.restore.or.at/product/laerchenschindel/,Product text says larch shingles can be used underroof or on roof surfaces.,search result / page text,DIRECT_FIRST_PARTY_PRODUCT,IMPORT_SAFE_SOURCE_LINE,Shingles with roof-use text map to bt_dach.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
enviromate,HAT_BAUTEILTYP,bt_boden,Boden,https://www.enviromate.co.uk/,Recently added listing row names “140 Navy Metro Tiles”.,search result extract,DIRECT_FIRST_PARTY_LISTING,IMPORT_SAFE_SOURCE_LINE,"Tile listing gives floor/wall tile component evidence; exact use not visible, so Boden/Wand split retained in review too.",ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
enviromate,NUTZT_MATERIAL,mat_keramik,Keramik,https://www.enviromate.co.uk/,Recently added listing row names “140 Navy Metro Tiles”.,search result extract,DIRECT_FIRST_PARTY_LISTING,IMPORT_SAFE_SOURCE_LINE,Brief cross-walk maps tiles to mat_keramik.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,NUTZT_MATERIAL,mat_holz,Holz,https://gebruiktebouwmaterialen.com/,"First-party category tree includes Hout, Gebruikt Balkhout, Planken, Vloerdelen and Dakbeschot.",L43-L54; L166-L178,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; exact material label is visible.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,NUTZT_MATERIAL,mat_kunststoff,Kunststoff,https://gebruiktebouwmaterialen.com/,First-party category tree includes Kunststof under Ramen & Kozijnen and Buitendeuren.,L65-L69; L190-L204,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; exact material label is visible.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,NUTZT_MATERIAL,mat_aluminium,Aluminium,https://gebruiktebouwmaterialen.com/,First-party category tree includes Aluminium under Ramen & Kozijnen and Aluminium buitendeuren.,L65-L69; L190-L204,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; exact material label is visible.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,NUTZT_MATERIAL,mat_stahl,Stahl,https://gebruiktebouwmaterialen.com/,First-party category tree includes Stalen Trappen plus HEA/HEB/IPE/UNP under Constructiebalken.,L227-L240; L272-L275,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; exact material label is visible.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,NUTZT_MATERIAL,mat_daemmstoff,Dämmstoff,https://gebruiktebouwmaterialen.com/,"First-party category tree includes PIR, XPS, Isovlas, Steenwol and Glaswol insulation.",L218-L226,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; exact material label is visible.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,NUTZT_MATERIAL,mat_ziegel,Ziegel,https://gebruiktebouwmaterialen.com/,First-party category tree includes Metselstenen.,L104-L105; L255-L256,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; exact material label is visible.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,HAT_BAUTEILTYP,bt_fenster,Fenster,https://gebruiktebouwmaterialen.com/,"First-party category tree includes Ramen & Kozijnen, Hout/Kunststof/Aluminium, Dakramen.",L65-L70; L190-L196,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; direct closed-set category mapping.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,HAT_BAUTEILTYP,bt_tuer,Tür,https://gebruiktebouwmaterialen.com/,"First-party category tree includes Deuren, Buitendeuren, Binnendeuren and visible product rows for doors.",L71-L78; L197-L216; L430-L452,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; direct closed-set category mapping.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,HAT_BAUTEILTYP,bt_dach,Dach,https://gebruiktebouwmaterialen.com/,"First-party category tree includes Dakmateriaal, Dakpannen, Dakplaten, Dakramen and Pannendak.",L118-L121; L250-L279,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; direct closed-set category mapping.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,HAT_BAUTEILTYP,bt_technik,Technik,https://gebruiktebouwmaterialen.com/,"First-party category tree includes Verlichting & Elektra, Sanitair, Verwarming & Radiatoren.",L92-L116; L241-L271,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; direct closed-set category mapping.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,HAT_BAUTEILTYP,bt_treppe,Treppe,https://gebruiktebouwmaterialen.com/,First-party category tree includes Trappen and Stalen Trappen.,L116-L118; L272-L275,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; direct closed-set category mapping.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,HAT_BAUTEILTYP,bt_traeger,Träger,https://gebruiktebouwmaterialen.com/,"First-party category tree includes Constructiebalken with HEA, HEB, IPE, INP, UNP profiles.",L227-L240,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; direct closed-set category mapping.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,HAT_BAUTEILTYP,bt_boden,Boden,https://gebruiktebouwmaterialen.com/,First-party category tree includes Vloerdelen and Bestrating.,L51-L52; L127-L128; L175-L176; L286-L287,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; direct closed-set category mapping.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,HAT_BAUTEILTYP,bt_wand,Wand,https://gebruiktebouwmaterialen.com/,"First-party category tree includes Wandbekleding, Platen & Panelen, Gips and Metselstenen.",L55-L65; L179-L189; L255-L256,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; direct closed-set category mapping.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
gebruiktebouwmaterialen,HAT_BAUTEILTYP,bt_daemmung,Dämmung,https://gebruiktebouwmaterialen.com/,First-party category tree includes Isolatie (Biobased) and specific insulation categories.,L80-L87; L218-L226,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,First-party shop category tree; direct closed-set category mapping.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
material_index,HAT_BAUTEILTYP,bt_boden,Boden,https://material-index.co.uk/,First-party nav and marketplace categories include Flooring & Carpet and Raised Access Flooring.,L8-L10; L74-L86,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,Reclassified from review-only to strict because the first-party page exposes marketplace categories and stock examples.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
material_index,HAT_BAUTEILTYP,bt_wand,Wand,https://material-index.co.uk/,"First-party nav includes Bricks & Stone, Doors & Partitions and Acoustic Panels.",L12-L23; L85-L87; L141-L142,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,Reclassified from review-only to strict because the first-party page exposes marketplace categories and stock examples.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
material_index,HAT_BAUTEILTYP,bt_tuer,Tür,https://material-index.co.uk/,First-party nav includes Doors & Partitions.,L20-L22,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,Reclassified from review-only to strict because the first-party page exposes marketplace categories and stock examples.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
material_index,HAT_BAUTEILTYP,bt_technik,Technik,https://material-index.co.uk/,"First-party nav includes Ceilings & Lighting, IT & Electrical Appliances and MEP.",L10-L17; L26-L26,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,Reclassified from review-only to strict because the first-party page exposes marketplace categories and stock examples.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
material_index,HAT_BAUTEILTYP,bt_ausbau,Ausbau,https://material-index.co.uk/,"First-party nav includes Furniture & Interiors, Kitchens, Catering & Joinery, Sanitary Ware.",L6-L19,DIRECT_FIRST_PARTY_CATEGORY,IMPORT_SAFE_SOURCE_LINE,Reclassified from review-only to strict because the first-party page exposes marketplace categories and stock examples.,ADD_OR_PROMOTE_AFTER_RECLASSIFICATION
