claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
post03-0021,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119968,ullrich_dickgiesser,land_schweiz,LIEGT_IN_LAND,Akteur ullrich_dickgiesser liegt in Schweiz,dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Schweiz: Treppenkamp 1, 30539 Hannover, Germany",ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_schweiz,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119968,rel
post03-0022,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119972,nicole_daehn,land_schweiz,LIEGT_IN_LAND,Akteur nicole_daehn liegt in Schweiz,dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Schweiz: Treppenkamp 1, 30539 Hannover, Germany",ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_schweiz,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119972,rel
post03-0023,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119980,felix_heisel,land_schweiz,LIEGT_IN_LAND,Akteur felix_heisel liegt in Schweiz,dossier,address: United States,false,,CONTRADICTION,widerlegt,address names USA but LIEGT_IN_LAND says Schweiz: United States,ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_schweiz,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119980,rel
post03-0024,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120005,opalis,land_belgien,LIEGT_IN_LAND,Akteur opalis liegt in Belgien,dossier,"address: Paris, France",false,,CONTRADICTION,widerlegt,"address names Frankreich but LIEGT_IN_LAND says Belgien: Paris, France",ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_belgien,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120005,rel
post03-0025,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120026,vera_van_maaren,land_niederlande,LIEGT_IN_LAND,Akteur vera_van_maaren liegt in Niederlande,dossier,"address: Berlin, Germany",false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Niederlande: Berlin, Germany",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_deutschland,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120026,rel
post03-0026,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120076,marcel_raymaekers,land_belgien,LIEGT_IN_LAND,Akteur marcel_raymaekers liegt in Belgien,dossier,archive,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Belgien: Kloster Volkenroda, 99994 Volkenroda, Germany",ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_belgien,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120076,rel
post03-0027,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120079,markus_meissner,land_oesterreich,LIEGT_IN_LAND,Akteur markus_meissner liegt in Österreich,dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Österreich: Treppenkamp 1, 30539 Hannover, Germany",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_deutschland,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120079,rel
post03-0028,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120088,noe_basch,land_frankreich,LIEGT_IN_LAND,Akteur noe_basch liegt in Frankreich,dossier,"address: Brussels, Belgium",false,,CONTRADICTION,widerlegt,"address names Belgien but LIEGT_IN_LAND says Frankreich: Brussels, Belgium",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_belgien,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120088,rel
post03-0029,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120104,thomas_romm,land_oesterreich,LIEGT_IN_LAND,Akteur thomas_romm liegt in Österreich,dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Österreich: Treppenkamp 1, 30539 Hannover, Germany",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_deutschland,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120104,rel
post03-0030,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120109,tristan_boniver,land_belgien,LIEGT_IN_LAND,Akteur tristan_boniver liegt in Belgien,dossier,https://www.bioregional.com/projects-and-services/case-studies/bedzed,false,,CONTRADICTION,widerlegt,"address names Vereinigtes Königreich but LIEGT_IN_LAND says Belgien: 24 Helios Road, Wallington, London SM6 7BZ, UK",ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_belgien,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120109,rel
post03-0031,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120112,matthias_neitsch,land_oesterreich,LIEGT_IN_LAND,Akteur matthias_neitsch liegt in Österreich,dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Österreich: Treppenkamp 1, 30539 Hannover, Germany",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_deutschland,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120112,rel
post03-0032,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120154,hugo_topalov,land_frankreich,LIEGT_IN_LAND,Akteur hugo_topalov liegt in Frankreich,dossier,https://opalis.eu/fr/projets/institut-de-botanique-ulg-liege,false,,CONTRADICTION,widerlegt,"address names Belgien but LIEGT_IN_LAND says Frankreich: Chemin de la Vallée 4, 4000 Liège, Belgium",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_belgien,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120154,rel
post03-0033,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120165,sarah_westerfeld,land_frankreich,LIEGT_IN_LAND,Akteur sarah_westerfeld liegt in Frankreich,dossier,https://opalis.eu/fr/projets/institut-de-botanique-ulg-liege,false,,CONTRADICTION,widerlegt,"address names Belgien but LIEGT_IN_LAND says Frankreich: Chemin de la Vallée 4, 4000 Liège, Belgium",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_belgien,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120165,rel
post03-0034,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120188,madaster,land_niederlande,LIEGT_IN_LAND,Akteur madaster liegt in Niederlande,dossier,"address: Bern, Switzerland",false,,CONTRADICTION,widerlegt,"address names Schweiz but LIEGT_IN_LAND says Niederlande: Bern, Switzerland",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_schweiz,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120188,rel
post03-0035,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723148310,gruner_reuse_platform,land_schweiz,LIEGT_IN_LAND,Akteur gruner_reuse_platform liegt in Schweiz,dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Schweiz: Treppenkamp 1, 30539 Hannover, Germany",ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_schweiz,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723148310,rel
post03-0036,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155277758025176142,p_haus_hos_mehrfamilienhaus_muehlhausen,stadt_leinefelde,LIEGT_IN_STADT,Projekt p_haus_hos_mehrfamilienhaus_muehlhausen liegt in Stadt Leinefelde,logic,address names a different known city,false,,CONTRADICTION,widerlegt,"edge says Leinefelde but address names 'mühlhausen' (stadt_muehlhausen_thueringen): Mühlhausen, 99974, Germany",FIX_PROPERTY,POST-03,address city != linked Stadt; a more correct Stadt node exists; fix_target=stadt_muehlhausen_thueringen,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155277758025176142,rel
post03-0037,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805156,recreate_project,land_finnland,LIEGT_IN_LAND,Akteur recreate_project liegt in Finnland,dossier,"address: Berlin, Germany",false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Finnland: Berlin, Germany",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_deutschland,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805156,rel
post03-0038,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805159,circular_structural_design,land_niederlande,LIEGT_IN_LAND,Akteur circular_structural_design liegt in Niederlande,dossier,"address: Berlin, Germany",false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Niederlande: Berlin, Germany",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_deutschland,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805159,rel
post03-0039,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805208,2hs,land_schweiz,LIEGT_IN_LAND,Akteur 2hs liegt in Schweiz,dossier,"address: Berlin, Germany",false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Schweiz: Berlin, Germany",ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_schweiz,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805208,rel
post03-0040,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805209,circular_construction_lab,land_schweiz,LIEGT_IN_LAND,Akteur circular_construction_lab liegt in Schweiz,dossier,address: United States,false,,CONTRADICTION,widerlegt,address names USA but LIEGT_IN_LAND says Schweiz: United States,ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_schweiz,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805209,rel
post03-0041,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805224,dirk_e_hebel,land_schweiz,LIEGT_IN_LAND,Akteur dirk_e_hebel liegt in Schweiz,dossier,"address: Berlin, Germany",false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Schweiz: Berlin, Germany",ESCALATE_HUMAN,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_schweiz,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155278857536805224,rel
post03-0042,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157530657350490404,recreate_project,land_niederlande,LIEGT_IN_LAND,Akteur recreate_project liegt in Niederlande,dossier,"address: Berlin, Germany",false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Niederlande: Berlin, Germany",FIX_PROPERTY,POST-03,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; fix_target=land_deutschland,POST-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157530657350490404,rel
