claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
A06B-rel-0011,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514421,andreas_sonderegger,zhaw,VERBUNDEN_MIT_AKTEUR,actor-network link andreas_sonderegger -> zhaw (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with zhaw->andreas_sonderegger (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0012,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514363,angelika_mettke,btu_cottbus,VERBUNDEN_MIT_AKTEUR,actor-network link angelika_mettke -> btu_cottbus (no evidence_url/source_url on edge),web,https://recreate-project.eu/tag/precast-concrete,true,200,PARTIAL,0.6,professor Angelika Mettke ... would eventually join the leadership here on ReCreate ... BTU Cottbus-Senftenberg,ADD_SOURCE,06b,"CORROBORATED off-graph: Mettke affiliated with BTU Cottbus (scientific support BTU Cottbus-Senftenberg). Consortium co-membership (not a pairwise partnership claim) - add this URL as evidence_url and, if kept, relabel connection_kind to consortium_co_membership. unsourced; bidirectional pair with btu_cottbus->angelika_mettke (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP"
A06B-rel-0013,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884859,angelika_mettke,recreate_project,VERBUNDEN_MIT_AKTEUR,actor-network link angelika_mettke -> recreate_project (no evidence_url/source_url on edge),web,https://recreate-project.eu/tag/precast-concrete,true,200,PARTIAL,0.6,professor Angelika Mettke ... would eventually join the leadership here on ReCreate ... BTU Cottbus-Senftenberg,ADD_SOURCE,06b,"CORROBORATED off-graph: Angelika Mettke named in ReCreate leadership. Consortium co-membership (not a pairwise partnership claim) - add this URL as evidence_url and, if kept, relabel connection_kind to consortium_co_membership. unsourced; bidirectional pair with recreate_project->angelika_mettke (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP"
A06B-rel-0014,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514423,anja_rosen,urban_mining_index,VERBUNDEN_MIT_AKTEUR,actor-network link anja_rosen -> urban_mining_index (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with urban_mining_index->anja_rosen (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0015,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514594,anna_buser,re_win,VERBUNDEN_MIT_AKTEUR,actor-network link anna_buser -> re_win (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with re_win->anna_buser (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0016,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514564,annabelle_von_reutern,tomas,VERBUNDEN_MIT_AKTEUR,actor-network link annabelle_von_reutern -> tomas (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ESCALATE_HUMAN,06b,LOW-QUALITY/STUB endpoint id; unsourced; bidirectional pair with tomas->annabelle_von_reutern (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0017,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514425,annette_hillebrandt,universitaet_wuppertal,VERBUNDEN_MIT_AKTEUR,actor-network link annette_hillebrandt -> universitaet_wuppertal (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with universitaet_wuppertal->annette_hillebrandt (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0018,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884975,baukarussell,markus_meissner,VERBUNDEN_MIT_AKTEUR,actor-network link baukarussell -> markus_meissner (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0019,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166545553186625967,baukarussell,matthias_neitsch,VERBUNDEN_MIT_AKTEUR,actor-network link baukarussell -> matthias_neitsch (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0020,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514479,baukarussell,oekologie_institut,VERBUNDEN_MIT_AKTEUR,actor-network link baukarussell -> oekologie_institut (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0021,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162041953559255471,baukarussell,re_use_austria,VERBUNDEN_MIT_AKTEUR,actor-network link baukarussell -> re_use_austria (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0022,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570223,baukarussell,romm_zt,VERBUNDEN_MIT_AKTEUR,actor-network link baukarussell -> romm_zt (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0023,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164293753372940719,baukarussell,thomas_romm,VERBUNDEN_MIT_AKTEUR,actor-network link baukarussell -> thomas_romm (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0024,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304508810,baumab_kassel,stadt_kassel,VERBUNDEN_MIT_AKTEUR,actor-network link baumab_kassel -> stadt_kassel (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0025,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118194058,baumab_kassel,surap_gmbh,VERBUNDEN_MIT_AKTEUR,actor-network link baumab_kassel -> surap_gmbh (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0026,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118194046,bauteilkatalog_immobilien_basel_stadt,digvis_gmbh,VERBUNDEN_MIT_AKTEUR,actor-network link bauteilkatalog_immobilien_basel_stadt -> digvis_gmbh (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0027,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164293753372934885,bellastock,hugo_topalov,VERBUNDEN_MIT_AKTEUR,actor-network link bellastock -> hugo_topalov (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0028,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166545553186620133,bellastock,sarah_westerfeld,VERBUNDEN_MIT_AKTEUR,actor-network link bellastock -> sarah_westerfeld (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with sarah_westerfeld->bellastock (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0029,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304513918,bioregional,ellis_and_moore,VERBUNDEN_MIT_AKTEUR,actor-network link bioregional -> ellis_and_moore (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0030,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199587,btu_cottbus,angelika_mettke,VERBUNDEN_MIT_AKTEUR,actor-network link btu_cottbus -> angelika_mettke (no evidence_url/source_url on edge),web,https://recreate-project.eu/tag/precast-concrete,true,200,PARTIAL,0.6,professor Angelika Mettke ... would eventually join the leadership here on ReCreate ... BTU Cottbus-Senftenberg,ADD_SOURCE,06b,"CORROBORATED off-graph: Mettke affiliated with BTU Cottbus. Consortium co-membership (not a pairwise partnership claim) - add this URL as evidence_url and, if kept, relabel connection_kind to consortium_co_membership. bidirectional duplicate of angelika_mettke->btu_cottbus; collapse to one canonical direction (Agent 14 dedup class)"
A06B-rel-0031,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199544,bureau_sla,peter_van_assche,VERBUNDEN_MIT_AKTEUR,actor-network link bureau_sla -> peter_van_assche (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with peter_van_assche->bureau_sla (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0032,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514434,c_creators,vera_van_maaren,VERBUNDEN_MIT_AKTEUR,actor-network link c_creators -> vera_van_maaren (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with vera_van_maaren->c_creators (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0033,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931885026,cancan_architecture,orianne_scourzic,VERBUNDEN_MIT_AKTEUR,actor-network link cancan_architecture -> orianne_scourzic (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with orianne_scourzic->cancan_architecture (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0034,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570274,cancan_architecture,tiphaine_berthome,VERBUNDEN_MIT_AKTEUR,actor-network link cancan_architecture -> tiphaine_berthome (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with tiphaine_berthome->cancan_architecture (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0035,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118193171,cantillon,akt_ii,VERBUNDEN_MIT_AKTEUR,actor-network link cantillon -> akt_ii (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0036,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304507923,cantillon,cleveland_steel_tubes,VERBUNDEN_MIT_AKTEUR,actor-network link cantillon -> cleveland_steel_tubes (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0037,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514605,carla_ferrando_costansa,parabase,VERBUNDEN_MIT_AKTEUR,actor-network link carla_ferrando_costansa -> parabase (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with parabase->carla_ferrando_costansa (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0038,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514381,catherine_de_wolf,circular_engineering_for_architecture_eth,VERBUNDEN_MIT_AKTEUR,actor-network link catherine_de_wolf -> circular_engineering_for_architecture_eth (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with circular_engineering_for_architecture_eth->catherine_de_wolf (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0039,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514110,cesare_peeren,Superuse_Studios,VERBUNDEN_MIT_AKTEUR,actor-network link cesare_peeren -> Superuse_Studios (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0040,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199358,cesare_peeren,superuse_on_site,VERBUNDEN_MIT_AKTEUR,actor-network link cesare_peeren -> superuse_on_site (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0041,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199353,christian_schoeningh,die_zusammenarbeiter,VERBUNDEN_MIT_AKTEUR,actor-network link christian_schoeningh -> die_zusammenarbeiter (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0042,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514105,christian_schoeningh,trnsfrm_eg,VERBUNDEN_MIT_AKTEUR,actor-network link christian_schoeningh -> trnsfrm_eg (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0043,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514325,christine_conix,conix_rdbm,VERBUNDEN_MIT_AKTEUR,actor-network link christine_conix -> conix_rdbm (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with conix_rdbm->christine_conix (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0044,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514427,christof_ziegert,zrs,VERBUNDEN_MIT_AKTEUR,actor-network link christof_ziegert -> zrs (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ESCALATE_HUMAN,06b,LOW-QUALITY/STUB endpoint id; unsourced; bidirectional pair with zrs->christof_ziegert (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0045,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514393,circular_construction_lab,dirk_e_hebel,VERBUNDEN_MIT_AKTEUR,actor-network link circular_construction_lab -> dirk_e_hebel (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with dirk_e_hebel->circular_construction_lab (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0046,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199641,circular_construction_lab,felix_heisel,VERBUNDEN_MIT_AKTEUR,actor-network link circular_construction_lab -> felix_heisel (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with felix_heisel->circular_construction_lab (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0047,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199593,circular_engineering_for_architecture_eth,catherine_de_wolf,VERBUNDEN_MIT_AKTEUR,actor-network link circular_engineering_for_architecture_eth -> catherine_de_wolf (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of catherine_de_wolf->circular_engineering_for_architecture_eth; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0048,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884928,circular_material_systems,georg_hubmann,VERBUNDEN_MIT_AKTEUR,actor-network link circular_material_systems -> georg_hubmann (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with georg_hubmann->circular_material_systems (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0049,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570176,circular_material_systems,vera_van_maaren,VERBUNDEN_MIT_AKTEUR,actor-network link circular_material_systems -> vera_van_maaren (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with vera_van_maaren->circular_material_systems (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0050,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514220,clara_simay,grand_huit,VERBUNDEN_MIT_AKTEUR,actor-network link clara_simay -> grand_huit (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0051,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118198375,cleveland_steel_tubes,akt_ii,VERBUNDEN_MIT_AKTEUR,actor-network link cleveland_steel_tubes -> akt_ii (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0052,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199545,conix_rdbm,christine_conix,VERBUNDEN_MIT_AKTEUR,actor-network link conix_rdbm -> christine_conix (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of christine_conix->conix_rdbm; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0053,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118198232,consolis_parma,ramboll_finland,VERBUNDEN_MIT_AKTEUR,actor-network link consolis_parma -> ramboll_finland (no evidence_url/source_url on edge),web,https://recreate-project.eu/tag/precast-concrete,true,200,PARTIAL,0.6,"ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere",ADD_SOURCE,06b,"CORROBORATED off-graph: Finnish RecReate cluster co-members. Consortium co-membership (not a pairwise partnership claim) - add this URL as evidence_url and, if kept, relabel connection_kind to consortium_co_membership. legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0054,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304512984,consolis_parma,umacon,VERBUNDEN_MIT_AKTEUR,actor-network link consolis_parma -> umacon (no evidence_url/source_url on edge),web,https://recreate-project.eu/tag/precast-concrete,true,200,PARTIAL,0.6,"ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere",ADD_SOURCE,06b,"CORROBORATED off-graph: Finnish RecReate cluster co-members. Consortium co-membership (not a pairwise partnership claim) - add this URL as evidence_url and, if kept, relabel connection_kind to consortium_co_membership. legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0055,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884864,corentin_fivet,epfl,VERBUNDEN_MIT_AKTEUR,actor-network link corentin_fivet -> epfl (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with epfl->corentin_fivet (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0056,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514368,corentin_fivet,structural_xploration_lab_epfl,VERBUNDEN_MIT_AKTEUR,actor-network link corentin_fivet -> structural_xploration_lab_epfl (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with structural_xploration_lab_epfl->corentin_fivet (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0057,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199541,de_architekten_cie,hans_hammink,VERBUNDEN_MIT_AKTEUR,actor-network link de_architekten_cie -> hans_hammink (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0058,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514091,die_zusammenarbeiter,lxsy_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link die_zusammenarbeiter -> lxsy_architektur (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
