claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP06-rel-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935629188057531069,bg_aluminium_profile_multi_facade_h_profiles,av_remanufacturing_und_upcycling,HAT_AUFBEREITUNG,bg_aluminium_profile_multi_facade_h_profiles (Bauteilgruppe) requires preparation av_remanufacturing_und_upcycling (Remanufacturing_und_Upcycling),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_aluminium_profile_multi_facade_h_profiles -[HAT_AUFBEREITUNG]-> av_remanufacturing_und_upcycling; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Remanufacturing_und_Upcycling),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935629188057531069
EP06-rel-0016,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6931125588430160533,bg_daemmstoff_daemmung_circular_pavilion_mineral_wool,av_reinigung_und_oberflaeche,HAT_AUFBEREITUNG,bg_daemmstoff_daemmung_circular_pavilion_mineral_wool (Bauteilgruppe) requires preparation av_reinigung_und_oberflaeche (Reinigung_und_Oberflaeche),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_daemmstoff_daemmung_circular_pavilion_mineral_wool -[HAT_AUFBEREITUNG]-> av_reinigung_und_oberflaeche; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reinigung_und_Oberflaeche),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6931125588430160533
EP06-rel-0017,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6994175983213347496,bg_daemmstoff_daemmung_grande_halle_mineral_wool,av_pruefung_sortierung_qs,HAT_AUFBEREITUNG,bg_daemmstoff_daemmung_grande_halle_mineral_wool (Bauteilgruppe) requires preparation av_pruefung_sortierung_qs (Pruefung_Sortierung_QS),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_daemmstoff_daemmung_grande_halle_mineral_wool -[HAT_AUFBEREITUNG]-> av_pruefung_sortierung_qs; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Pruefung_Sortierung_QS),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6994175983213347496
EP06-rel-0018,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6969406185262809769,bg_daemmstoff_daemmung_grande_halle_mineral_wool,av_reparatur_und_refurbishment,HAT_AUFBEREITUNG,bg_daemmstoff_daemmung_grande_halle_mineral_wool (Bauteilgruppe) requires preparation av_reparatur_und_refurbishment (Reparatur_und_Refurbishment),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_daemmstoff_daemmung_grande_halle_mineral_wool -[HAT_AUFBEREITUNG]-> av_reparatur_und_refurbishment; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reparatur_und_Refurbishment),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6969406185262809769
EP06-rel-0019,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155259066327499259,bg_daemmstoff_daemmung_zinneke_feder_steinwolle,av_pruefung_sortierung_qs,HAT_AUFBEREITUNG,bg_daemmstoff_daemmung_zinneke_feder_steinwolle (Bauteilgruppe) requires preparation av_pruefung_sortierung_qs (Pruefung_Sortierung_QS),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_daemmstoff_daemmung_zinneke_feder_steinwolle -[HAT_AUFBEREITUNG]-> av_pruefung_sortierung_qs; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Pruefung_Sortierung_QS),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155259066327499259
EP06-rel-0020,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7050470978555478696,bg_daemmstoff_mehrere_lycee_gypsum_acoustic_panels,av_pruefung_sortierung_qs,HAT_AUFBEREITUNG,bg_daemmstoff_mehrere_lycee_gypsum_acoustic_panels (Bauteilgruppe) requires preparation av_pruefung_sortierung_qs (Pruefung_Sortierung_QS),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_daemmstoff_mehrere_lycee_gypsum_acoustic_panels -[HAT_AUFBEREITUNG]-> av_pruefung_sortierung_qs; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Pruefung_Sortierung_QS),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7050470978555478696
EP06-rel-0021,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935629188057531029,bg_faserzement_fassade_recyclinghaus_faserzement,av_reinigung_und_oberflaeche,HAT_AUFBEREITUNG,bg_faserzement_fassade_recyclinghaus_faserzement (Bauteilgruppe) requires preparation av_reinigung_und_oberflaeche (Reinigung_und_Oberflaeche),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_faserzement_fassade_recyclinghaus_faserzement -[HAT_AUFBEREITUNG]-> av_reinigung_und_oberflaeche; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reinigung_und_Oberflaeche),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935629188057531029
EP06-rel-0022,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153007266513814391,bg_fliesen_boden_wand_meduni_tiles_candidate,av_reinigung_und_oberflaeche,HAT_AUFBEREITUNG,bg_fliesen_boden_wand_meduni_tiles_candidate (Bauteilgruppe) requires preparation av_reinigung_und_oberflaeche (Reinigung_und_Oberflaeche),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_fliesen_boden_wand_meduni_tiles_candidate -[HAT_AUFBEREITUNG]-> av_reinigung_und_oberflaeche; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reinigung_und_Oberflaeche),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153007266513814391
EP06-rel-0023,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153007266513814374,bg_glas_fenster_k118_zurich_windows_candidate,av_reparatur_und_refurbishment,HAT_AUFBEREITUNG,bg_glas_fenster_k118_zurich_windows_candidate (Bauteilgruppe) requires preparation av_reparatur_und_refurbishment (Reparatur_und_Refurbishment),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_glas_fenster_k118_zurich_windows_candidate -[HAT_AUFBEREITUNG]-> av_reparatur_und_refurbishment; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reparatur_und_Refurbishment),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153007266513814374
EP06-rel-0024,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6933377388243845801,bg_glas_mehrere_awm_partitions_doors,av_reparatur_und_refurbishment,HAT_AUFBEREITUNG,bg_glas_mehrere_awm_partitions_doors (Bauteilgruppe) requires preparation av_reparatur_und_refurbishment (Reparatur_und_Refurbishment),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_glas_mehrere_awm_partitions_doors -[HAT_AUFBEREITUNG]-> av_reparatur_und_refurbishment; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reparatur_und_Refurbishment),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6933377388243845801
EP06-rel-0025,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6946888187125957289,bg_glas_mehrere_recyclinghaus_aluminiumfenster,av_reparatur_und_refurbishment,HAT_AUFBEREITUNG,bg_glas_mehrere_recyclinghaus_aluminiumfenster (Bauteilgruppe) requires preparation av_reparatur_und_refurbishment (Reparatur_und_Refurbishment),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_glas_mehrere_recyclinghaus_aluminiumfenster -[HAT_AUFBEREITUNG]-> av_reparatur_und_refurbishment; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reparatur_und_Refurbishment),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6946888187125957289
EP06-rel-0026,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6949139986939642537,bg_glas_mehrere_recyclinghaus_profilbauglas,av_reparatur_und_refurbishment,HAT_AUFBEREITUNG,bg_glas_mehrere_recyclinghaus_profilbauglas (Bauteilgruppe) requires preparation av_reparatur_und_refurbishment (Reparatur_und_Refurbishment),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_glas_mehrere_recyclinghaus_profilbauglas -[HAT_AUFBEREITUNG]-> av_reparatur_und_refurbishment; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reparatur_und_Refurbishment),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6949139986939642537
EP06-rel-0027,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6964902585635439253,bg_gusseisen_technik_gussradiatoren_resilience,av_reinigung_und_oberflaeche,HAT_AUFBEREITUNG,bg_gusseisen_technik_gussradiatoren_resilience (Bauteilgruppe) requires preparation av_reinigung_und_oberflaeche (Reinigung_und_Oberflaeche),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_gusseisen_technik_gussradiatoren_resilience -[HAT_AUFBEREITUNG]-> av_reinigung_und_oberflaeche; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reinigung_und_Oberflaeche),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6964902585635439253
EP06-rel-0028,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928873788616475286,bg_holz_ausbau_awm_fixed_builtins,av_zuschnitt_und_vereinzelung,HAT_AUFBEREITUNG,bg_holz_ausbau_awm_fixed_builtins (Bauteilgruppe) requires preparation av_zuschnitt_und_vereinzelung (Zuschnitt_und_Vereinzelung),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_ausbau_awm_fixed_builtins -[HAT_AUFBEREITUNG]-> av_zuschnitt_und_vereinzelung; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Zuschnitt_und_Vereinzelung),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928873788616475286
EP06-rel-0029,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6955895386380698262,bg_holz_ausbau_ingersheim_clt_secondary,av_zuschnitt_und_vereinzelung,HAT_AUFBEREITUNG,bg_holz_ausbau_ingersheim_clt_secondary (Bauteilgruppe) requires preparation av_zuschnitt_und_vereinzelung (Zuschnitt_und_Vereinzelung),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_ausbau_ingersheim_clt_secondary -[HAT_AUFBEREITUNG]-> av_zuschnitt_und_vereinzelung; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Zuschnitt_und_Vereinzelung),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6955895386380698262
EP06-rel-0030,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6960398986008068757,bg_holz_ausbau_lysp8_kitchens,av_reinigung_und_oberflaeche,HAT_AUFBEREITUNG,bg_holz_ausbau_lysp8_kitchens (Bauteilgruppe) requires preparation av_reinigung_und_oberflaeche (Reinigung_und_Oberflaeche),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_ausbau_lysp8_kitchens -[HAT_AUFBEREITUNG]-> av_reinigung_und_oberflaeche; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Reinigung_und_Oberflaeche),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6960398986008068757
EP06-rel-0031,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6931125588430160552,bg_holz_aussenraum_canaux_landing_doors_decking_lattice,av_pruefung_sortierung_qs,HAT_AUFBEREITUNG,bg_holz_aussenraum_canaux_landing_doors_decking_lattice (Bauteilgruppe) requires preparation av_pruefung_sortierung_qs (Pruefung_Sortierung_QS),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_aussenraum_canaux_landing_doors_decking_lattice -[HAT_AUFBEREITUNG]-> av_pruefung_sortierung_qs; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Pruefung_Sortierung_QS),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6931125588430160552
EP06-rel-0032,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928873788616475325,bg_holz_aussenraum_canaux_landing_doors_decking_lattice,av_remanufacturing_und_upcycling,HAT_AUFBEREITUNG,bg_holz_aussenraum_canaux_landing_doors_decking_lattice (Bauteilgruppe) requires preparation av_remanufacturing_und_upcycling (Remanufacturing_und_Upcycling),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_aussenraum_canaux_landing_doors_decking_lattice -[HAT_AUFBEREITUNG]-> av_remanufacturing_und_upcycling; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Remanufacturing_und_Upcycling),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928873788616475325
