claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
EP08-n-1005,node,pr_zerstoerende_pruefung,,,PruefungNachweis,PruefungNachweis pr_zerstoerende_pruefung fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=2,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:109,node
EP08-n-1033,node,s_chlorid,,,Schadstoff,Schadstoff node s_chlorid (Chloride) is wired into graph,contract,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,labels=['Schadstoff']; in=5 out=2,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:11,node
EP08-n-0997,node,pr_korrosionspruefung,,,PruefungNachweis,PruefungNachweis pr_korrosionspruefung fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:110,node
EP08-n-0993,node,pr_festigkeitssortierung_holz,,,PruefungNachweis,PruefungNachweis pr_festigkeitssortierung_holz fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:111,node
EP08-n-0989,node,pr_bohrkernpruefung_beton,,,PruefungNachweis,PruefungNachweis pr_bohrkernpruefung_beton fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:112,node
EP08-n-0991,node,pr_dokumentenpruefung_bestand,,,PruefungNachweis,PruefungNachweis pr_dokumentenpruefung_bestand fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:113,node
EP08-n-1000,node,pr_schadstoffpruefung,,,PruefungNachweis,PruefungNachweis pr_schadstoffpruefung fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=1,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:114,node
EP08-n-0998,node,pr_materialbeprobung,,,PruefungNachweis,PruefungNachweis pr_materialbeprobung fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:115,node
EP08-n-0994,node,pr_feuchtepruefung,,,PruefungNachweis,PruefungNachweis pr_feuchtepruefung fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:116,node
EP08-n-1044,node,vt_bolzenverbindung,,,Verbindungstechnik,Verbindungstechnik node vt_bolzenverbindung (Bolzenverbindung) is wired into graph,contract,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,labels=['Verbindungstechnik']; in=2 out=1,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:117,node
EP08-n-1045,node,vt_demontierbarer_schwerlastanker,,,Verbindungstechnik,Verbindungstechnik node vt_demontierbarer_schwerlastanker (Demontierbarer Schwerlastanker) is wired into graph,contract,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,labels=['Verbindungstechnik']; in=1 out=1,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:118,node
EP08-n-1050,node,vt_stahlverbinder_holz,,,Verbindungstechnik,Verbindungstechnik node vt_stahlverbinder_holz (Stahlverbinder für Holz (Reparatur-/Anschluss-Verbindung)) is wired into graph,contract,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,labels=['Verbindungstechnik']; in=1 out=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:119,node
agent11-node-0005,node,rw_ch_muken,,,Bauphysikrecht,typed law node 'Switzerland MuKEn' is a real Bauphysikrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.80,VARIANT_B_TAXONOMY.md sec.7 lists rw_ch_muken under Bauphysikrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:12,node
EP08-n-1049,node,vt_stahlrahmen_fassadenmodul,,,Verbindungstechnik,Verbindungstechnik node vt_stahlrahmen_fassadenmodul (Stahlrahmen für Fassadenmodul) is wired into graph,contract,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,labels=['Verbindungstechnik']; in=2 out=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:120,node
A10-N-055,node,prog_horizon_2020,,,Programm,Horizon 2020 EU research programme exists,none,,false,,MISSING_EVIDENCE,,no source_urls; Horizon 2020 is the well-known EU framework programme,ADD_SOURCE,10,add EU source,10+POST-04+W2-02,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:121,node
A10-N-073,node,prog_urban_innovative_actions,,,Programm,"Urban Innovative Actions (UIA, EU) programme exists",none,,true,404,MISSING_EVIDENCE,,no source_urls; UIA is a real EU initiative (funded SUPERLOCAL),ADD_SOURCE,10,add uia-initiative.eu source,10+POST-04+W2-02,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:122,node
EP08-n-0028,node,ar_materialbroker,,,Akteurrolle,Akteurrolle node ar_materialbroker (Materialbroker / Reuse-Marketplace-Betreiber) is wired into graph,contract,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,labels=['Akteurrolle']; in=72 out=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:123,node
agent11-node-0064,node,rw_nta_8713,,,Bauproduktrecht:Tragwerksrecht,typed law node 'NTA 8713 (Reuse of structural steel)' is a real Bauproduktrecht/Tragwerksrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.90,VARIANT_B_TAXONOMY.md sec.7 lists rw_nta_8713 under Bauproduktrecht+Tragwerksrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:124,node
agent11-node-0065,node,rw_oenorm_b3151,,,Schadstoffrecht:RueckbauUndAbbruchrecht,typed law node 'OENORM B 3151' is a real Schadstoffrecht/RueckbauUndAbbruchrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.90,VARIANT_B_TAXONOMY.md sec.7 lists rw_oenorm_b3151 under Schadstoffrecht+RueckbauUndAbbruchrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:125,node
agent11-node-0066,node,rw_oib_richtlinien,,,Bauphysikrecht:Genehmigungsrecht:Brandschutzrecht,typed law node 'OIB-Richtlinien' is a real Bauphysikrecht/Genehmigungsrecht/Brandschutzrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_oib_richtlinien under Bauphysikrecht+Genehmigungsrecht+Brandschutzrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:126,node
agent11-node-0067,node,rw_pcb_richtlinie,,,Schadstoffrecht,typed law node 'PCB-Richtlinie (ARGEBAU)' is a real Schadstoffrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_pcb_richtlinie under Schadstoffrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:127,node
agent11-node-0068,node,rw_pop_2019_1021,,,Schadstoffrecht,typed law node 'POP-Verordnung (EU) 2019/1021' is a real Schadstoffrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_pop_2019_1021 under Schadstoffrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:128,node
agent11-node-0069,node,rw_prodhaftg_bgb,,,Haftungsrecht,typed law node 'ProdHaftG / BGB sec.823' is a real Haftungsrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.80,VARIANT_B_TAXONOMY.md sec.7 lists rw_prodhaftg_bgb under Haftungsrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:129,node
agent11-node-0006,node,rw_dafstb_rc_beton,,,Tragwerksrecht:UmweltUndOekobilanzrecht,typed law node 'DAfStb-Richtlinie R-Beton' is a real Tragwerksrecht/UmweltUndOekobilanzrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_dafstb_rc_beton under Tragwerksrecht+UmweltUndOekobilanzrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:13,node
agent11-node-0070,node,rw_qng_dgnb,,,ReuseDokumentationsrecht:UmweltUndOekobilanzrecht,typed law node 'QNG / DGNB Zertifizierung' is a real ReuseDokumentationsrecht/UmweltUndOekobilanzrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.75,VARIANT_B_TAXONOMY.md sec.7 lists rw_qng_dgnb under ReuseDokumentationsrecht+UmweltUndOekobilanzrecht; node carries source_url+source_quote,KEEP,11,real but soft-law/voluntary guidance (not a binding statute/standard); kept as reference node in *recht layer,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:130,node
agent11-node-0071,node,rw_reach_annex_xvii,,,Schadstoffrecht,typed law node 'REACH Anhang XVII Eintrag 77' is a real Schadstoffrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_reach_annex_xvii under Schadstoffrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:131,node
agent11-node-0072,node,rw_sci_p427,,,Bauproduktrecht:Tragwerksrecht,typed law node 'SCI P427' is a real Bauproduktrecht/Tragwerksrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.90,VARIANT_B_TAXONOMY.md sec.7 lists rw_sci_p427 under Bauproduktrecht+Tragwerksrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:132,node
agent11-node-0073,node,rw_sia_2032,,,UmweltUndOekobilanzrecht,typed law node 'SIA 2032 (Graue Energie)' is a real UmweltUndOekobilanzrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.80,VARIANT_B_TAXONOMY.md sec.7 lists rw_sia_2032 under UmweltUndOekobilanzrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:133,node
agent11-node-0074,node,rw_sia_269,,,Tragwerksrecht,typed law node 'SIA 269' is a real Tragwerksrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_sia_269 under Tragwerksrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:134,node
agent11-node-0075,node,rw_sia_269_2,,,Tragwerksrecht,typed law node 'SIA 269/2 (Erhaltung Betonbau)' is a real Tragwerksrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_sia_269_2 under Tragwerksrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:135,node
agent11-node-0076,node,rw_sia_380_1,,,Bauphysikrecht,typed law node 'SIA 380/1' is a real Bauphysikrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_sia_380_1 under Bauphysikrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:136,node
agent11-node-0077,node,rw_strlschg_radon,,,Schadstoffrecht,typed law node 'StrlSchG (Radon)' is a real Schadstoffrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_strlschg_radon under Schadstoffrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:137,node
agent11-node-0078,node,rw_trgs_519,,,Schadstoffrecht,typed law node 'TRGS 519' is a real Schadstoffrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.95,VARIANT_B_TAXONOMY.md sec.7 lists rw_trgs_519 under Schadstoffrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:138,node
agent11-node-0079,node,rw_trgs_521,,,Schadstoffrecht,typed law node 'TRGS 521' is a real Schadstoffrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.90,VARIANT_B_TAXONOMY.md sec.7 lists rw_trgs_521 under Schadstoffrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:139,node
agent11-node-0007,node,rw_denkmalschutz,,,ReuseDokumentationsrecht:Genehmigungsrecht,typed law node 'Denkmalschutz / heritage protection' is a real ReuseDokumentationsrecht/Genehmigungsrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.80,VARIANT_B_TAXONOMY.md sec.7 lists rw_denkmalschutz under ReuseDokumentationsrecht+Genehmigungsrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14,node
agent11-node-0080,node,rw_trgs_524,,,Schadstoffrecht,typed law node 'TRGS 524' is a real Schadstoffrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_trgs_524 under Schadstoffrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:140,node
EP08-n-0959,node,pn_rostgrad,,,PruefungNachweis,PruefungNachweis pn_rostgrad fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1409,node
agent11-node-0081,node,rw_uba_schimmelleitfaden,,,Schadstoffrecht,typed law node 'UBA-Schimmelleitfaden' is a real Schadstoffrecht instrument,contract,_neo4j/intake/runs/2026-06-04_regulation_graph_vocabulary/VARIANT_B_TAXONOMY.md,false,,PROVEN,0.85,VARIANT_B_TAXONOMY.md sec.7 lists rw_uba_schimmelleitfaden under Schadstoffrecht; node carries source_url+source_quote,KEEP,11,real legal instrument; labels==rechtsbereiche; on both GESTUETZT and GILT_IN_LAND axes,11,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:141,node
EP08-n-0967,node,pn_schichtdicke,,,PruefungNachweis,PruefungNachweis pn_schichtdicke fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1410,node
EP08-n-0927,node,pn_haftzug_beschichtung,,,PruefungNachweis,PruefungNachweis pn_haftzug_beschichtung fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1411,node
EP08-n-0963,node,pn_schadstoffanalyse_beschichtung,,,PruefungNachweis,PruefungNachweis pn_schadstoffanalyse_beschichtung fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1412,node
EP08-n-0962,node,pn_schadstoffanalyse,,,PruefungNachweis,PruefungNachweis pn_schadstoffanalyse fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1415,node
EP08-n-0983,node,pn_untergrundhaftung,,,PruefungNachweis,PruefungNachweis pn_untergrundhaftung fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1416,node
EP08-n-0956,node,pn_restschichtdicke,,,PruefungNachweis,PruefungNachweis pn_restschichtdicke fulfills ≥1 Nachweisforderung via ERFUELLT_NACHWEIS,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,ERFUELLT_NACHWEIS out=1; in_deg=0,KEEP,08,,EP-08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1417,node
