claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
AG01-r-0014,rel,r_cirkla__verbunden_mit_akteur__reuzi_ch,cirkla,reuzi_ch,VERBUNDEN_MIT_AKTEUR,REUZI listed in Cirkla reuse directory (directory),web,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/reuzi,true,200,PROVEN,belegt,REUZI - Cirkla ... Plateforme numérique et collaborative pour favoriser le réemploi,KEEP,01,Cirkla directory page shows REUZI,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338777620,rel
AG01-r-0015,rel,r_cirkla__verbunden_mit_akteur__salza,cirkla,salza,VERBUNDEN_MIT_AKTEUR,Salza linked to Cirkla via committee member Olivier de Perrot (committee_member_affiliation),web,https://www.cirkla.ch/en/lassociation-cirkla/,true,200,PROVEN,belegt,Olivier de Perrot - Committee member / Salza,KEEP,01,Cirkla association/committee page names Salza,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338782326,rel
AG01-r-0016,rel,r_cirkla__verbunden_mit_akteur__software_cirkla_scan,cirkla,software_cirkla_scan,VERBUNDEN_MIT_AKTEUR,Cirkla publishes the Cirkla-Scan tool (published_tool),web,https://www.cirkla.ch/en/cirkla-scan/,true,200,PROVEN,belegt,Cirkla-Scan - Cirkla,KEEP,01,Cirkla's own tool page; thin render but confirms Cirkla-Scan is a Cirkla product,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338743196,rel
AG01-r-0017,rel,r_cirkla__verbunden_mit_akteur__tool_swiss_inv,cirkla,tool_swiss_inv,VERBUNDEN_MIT_AKTEUR,Cirkla publishes the Swiss-Inv tool (published_tool),web,https://www.cirkla.ch/en/publications-outils/swiss-inv/,true,200,PROVEN,belegt,Swiss Inv - Cirkla ... the method for inventorying materials for re-use,KEEP,01,Cirkla's own publications/tools page,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338743194,rel
AG01-r-0018,rel,r_cirkla__verbunden_mit_akteur__useagain_bauteilclick,cirkla,useagain_bauteilclick,VERBUNDEN_MIT_AKTEUR,useagain listed in Cirkla reuse directory (directory),web,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/useagain,true,200,PROVEN,belegt,Useagain - Cirkla ... Useagain.ch est une plateforme de mise en relation pour matériaux de construction,KEEP,01,Cirkla directory page shows Useagain,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338782330,rel
AG01-r-0019,rel,r_cirkla__verbunden_mit_akteur__wick_reuse_roto_baumarkt,cirkla,wick_reuse_roto_baumarkt,VERBUNDEN_MIT_AKTEUR,Wick ReUse listed in Cirkla reuse directory (directory),web,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/wiederverwerkle-wick-upcycling-gmbh,true,404,DEAD_LINK,belegt,404 Not Found (fetched twice),RESOURCE,01,"cited Cirkla directory URL is dead; relationship salvageable via Cirkla committee page 'Elias Knecht - Committee member, ROTO-Reuse'",01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338777618,rel
AG01-r-0020,rel,r_sumami__verbunden_mit_akteur__useagain_bauteilclick,sumami,useagain_bauteilclick,VERBUNDEN_MIT_AKTEUR,Sumami develops the useagain platform (software_development_context),web,https://sustainable-digital-construction.ethz.ch/en/reuse,true,200,PROVEN,belegt,"Sumami ... As a tool for this, they are developing useagain- the Swiss brokerage and sales platform",KEEP,01,ETH research page names both Sumami and useagain,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304508379,rel
AG01-r-0021,rel,r_zirkular__verbunden_mit_akteur__software_planular,zirkular,software_planular,VERBUNDEN_MIT_AKTEUR,Planular is a service/product of Zirkular (service_product),web,https://zirkular.net/en/service/,true,200,PROVEN,belegt,The planning tool Planular® ... Planular® and reMATERIAL® services by Zirkular,KEEP,01,Zirkular's own services page names Planular,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338743192,rel
AG01-r-0022,rel,r_circular_hub_zurich__verbunden_mit_akteur__sumami,circular_hub_zurich,sumami,VERBUNDEN_MIT_AKTEUR,Circular Hub published a use-case on Sumami (swiss_reuse_media_network),web,https://circularhub.ch/magazin/details/sumami-wiederverwendung-von-schweizer-baumaterialien,true,200,PROVEN,belegt,Julia Meyer von sumami beantwortet Circular Hub's Use Case Fragen.,KEEP,01,Circular Hub's own magazine article names Sumami,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118193621,rel
AG01-r-0023,rel,r_cirkla__verbunden_mit_akteur__sumami,cirkla,sumami,VERBUNDEN_MIT_AKTEUR,Sumami listed in Cirkla reuse directory (cirkla_directory),web,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/sumami/,true,200,PROVEN,belegt,Sumami - Cirkla ... sumami GmbH took over the digital marketplace 'bauteilclick.ch',KEEP,01,Cirkla directory page actually shows Sumami,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922145876966113755,rel
AG01-r-0024,rel,r_eth_zuerich__verbunden_mit_akteur__sumami,eth_zuerich,sumami,VERBUNDEN_MIT_AKTEUR,ETH Zuerich works with Sumami on reuse methods (research_industry_partner),web,https://sustainable-digital-construction.ethz.ch/en/reuse,true,200,PROVEN,belegt,"Together with ETH Zurich, methods are being developed and tested ... Sumami ... is a start-up",KEEP,01,ETH page names ETH Zurich and Sumami in collaboration context,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926649476593484251,rel
AG01-n-0025,node,baubuero_in_situ,,,Akteur,baubuero in situ is a Swiss circular-building architecture practice,web,https://www.insitu.ch/,true,200,PROVEN,belegt,baubüro in situ ... Wir planen vor Ort.,KEEP,01,first-party homepage,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4968,node
AG01-n-0026,node,bauteilboerse_basel_overall,,,Akteur,Bauteilboerse Basel is a Basel reclaimed-components exchange,web,https://bauteilboerse-basel.ch/,true,200,PROVEN,belegt,"Bauteilbörse Basel — Bauteile, die schon ein Leben hatten",KEEP,01,first-party homepage; source_urls[0..3] all bauteilboerse-basel.ch,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34833,node
AG01-n-0027,node,bauteilladen_winterthur,,,Akteur,Bauteilladen Winterthur is an online secondhand building-component marketplace,web,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/bauteilladen-winterthur,true,200,PROVEN,belegt,BauTeilLaden Winterthur ... ta place de marché en ligne pour des éléments de construction de seconde main,KEEP,01,node primary_source_url bauteilladen.ch; entity also confirmed on Cirkla directory page,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5065,node
AG01-n-0028,node,c33_circular_construction_catalyst,,,Akteur,C33 is the Swiss coordination office for circular construction (goal 2033),web,https://www.circularconstructioncatalyst.ch/,true,200,PROVEN,belegt,C33 – Schweizer Koordinationsstelle für zirkuläres Bauen ... bis 2033 als das 'neue Normal',KEEP,01,first-party homepage,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:460,node
AG01-n-0029,node,circular_economy_switzerland,,,Akteur,Circular Economy Switzerland is a Swiss circular-economy movement/network,web,https://www.circular-economy-switzerland.ch/en,true,200,PROVEN,belegt,Circular Economy Switzerland ... Das Movement für Kreislaufwirtschaft in der Schweiz.,KEEP,01,first-party homepage,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:470,node
AG01-n-0030,node,circular_hub_zurich,,,Akteur,Circular Hub Zuerich develops circular construction projects/business models,web,https://circularhub.ch/,true,200,PROVEN,belegt,Circular Hub ... zirkuläre Projekte und Geschäftsmodelle ... im Bauwesen,KEEP,01,first-party homepage,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:469,node
AG01-n-0031,node,cirkla,,,Akteur,Cirkla is the Swiss reuse association/network,web,https://www.cirkla.ch/en/lassociation-cirkla/,true,200,PROVEN,belegt,Cirkla is an association that brings together all those involved in reuse,KEEP,01,first-party association page,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6674,node
AG01-n-0032,node,eth_zuerich,,,Akteur,ETH Zuerich is a Swiss federal technical university (reuse research host),web,https://swircular.ethz.ch/the-project.html,true,200,PROVEN,belegt,SWIRCULAR Project | ETH Zurich,KEEP,01,entity unambiguous; confirmed via ETH subdomains swircular.ethz.ch and sustainable-digital-construction.ethz.ch,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6442,node
AG01-n-0033,node,gruner_reuse_platform,,,Akteur,Gruner ReUse is Gruner AG's reuse platform/eShop,web,https://www.gruner.ch/de/news/bauteile-aus-rueckbauten-jetzt-imeshop-von-grunerreuse-live,true,200,PROVEN,belegt,Bauteile aus Rückbauten jetzt im eShop von Gruner ReUse live,KEEP,01,source_urls[0] gruner-reuse.ch timed out; entity confirmed via gruner.ch news (source_urls[3]) and Cirkla directory,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34838,node
AG01-n-0034,node,materiuum,,,Akteur,Materiuum is a Geneva reuse association (ressourceries Geneva/Lausanne),web,https://materiuum.ch/,true,200,PROVEN,belegt,Matériuum est une association genevoise ayant pour mission la préservation des ressources naturelles,KEEP,01,first-party homepage,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6631,node
AG01-n-0035,node,reuzi_ch,,,Akteur,REUZI is a Geneva digital reuse/material-exchange platform,web,https://reuzi.ch/,true,200,PROVEN,belegt,REUZI | Plateforme numérique et collaborative ... pour favoriser l'échange de matériaux de construction,KEEP,01,first-party homepage,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34836,node
AG01-n-0036,node,salza,,,Akteur,Salza is a Swiss online platform for reusable building components,web,https://salza.ch/bauteil-plattform,true,200,PROVEN,belegt,Die Salza Bauteil-Plattform macht Wiederverwendung einfach zugänglich,KEEP,01,first-party platform page,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39542,node
AG01-n-0037,node,software_cirkla_scan,,,Software,Cirkla-Scan is Cirkla's national reuse-material supply aggregator,web,https://www.cirkla.ch/en/cirkla-scan/,true,200,PROVEN,belegt,Cirkla-Scan - Cirkla,KEEP,01,first-party tool page,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:412,node
AG01-n-0038,node,software_planular,,,Software,Planular is synchronized planning software for component reuse,web,https://planular.net/,true,200,PROVEN,belegt,Planular ... Ihre synchronisierte Planungssoftware für die Wiederverwendung von Bauteilen,KEEP,01,first-party homepage,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:408,node
AG01-n-0039,node,sumami,,,Akteur,Sumami (Sustainable Material Mining) is a Swiss reuse start-up developing useagain,web,https://sustainable-digital-construction.ethz.ch/en/reuse,true,200,PROVEN,belegt,Sumami(sustainable material mining) ... is a start-up that understands cities as the raw material depots of tomorrow,KEEP,01,"source_urls[0] sumami.ch timed out (UNVERIFIABLE for that URL); entity confirmed via ETH page (source_urls[1]), Circular Hub article, Cirkla directory",01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:475,node
AG01-n-0040,node,tool_swiss_inv,,,Tool,Swiss-Inv is Cirkla's reuse pre-demolition inventory method/data structure,web,https://www.cirkla.ch/en/publications-outils/swiss-inv/,true,200,PROVEN,belegt,Swiss Inv - Cirkla ... the method for inventorying materials for re-use prior to renovation or demolition,KEEP,01,first-party tool page,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:410,node
AG01-n-0041,node,useagain_bauteilclick,,,Akteur,useagain is a Swiss exchange platform for used construction elements,web,https://library-of-reuse.ch/pioneers/useagain,true,200,PROVEN,belegt,"useagain.ch is a Swiss exchange platform for used construction elements, materials and furniture.",KEEP,01,node primary_source_url; also confirmed via cirkla directory and sumami/ETH page; owned by Stiftung Overall,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39546,node
AG01-n-0042,node,wick_reuse_roto_baumarkt,,,Akteur,Wick ReUse / ROTO Baumarkt is a Winterthur reuse marketplace,web,https://wickreuse.ch/baumarkt/,true,200,PROVEN,belegt,Baumarkt - Wick ReUse ... The better new!,KEEP,01,first-party marketplace page,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34834,node
AG01-n-0043,node,zirkular,,,Akteur,Zirkular is a Swiss specialist planner for circular building,web,https://zirkular.net/en/service/,true,200,PROVEN,belegt,"As a specialist planner, we are guided by ... circular building principles",KEEP,01,first-party services page,01,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6185,node
AG01-r-0044,rel,r_barbara_buser__VERBUNDEN_MIT_AKTEUR__bauburo_in_situ,barbara_buser,baubuero_in_situ,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link barbara_buser -> baubuero_in_situ (no evidence_url on edge),web,https://www.insitu.ch/,false,,MISSING_EVIDENCE,,Barbara Buser ... du baubüro in situ,ADD_SOURCE,01,edge has no evidence_url; corroborated: insitu/espazium names Barbara Buser of baubüro in situ,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884596,rel
AG01-r-0045,rel,r_barbara_buser__VERBUNDEN_MIT_AKTEUR__zirkular,barbara_buser,zirkular,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link barbara_buser -> zirkular (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,ESCALATE_HUMAN,01,"edge has no evidence_url; Buser is baubüro/Denkstatt founder, not directly tied to Zirkular on fetched sources; possible overclaim",01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199348,rel
AG01-r-0046,rel,r_baubuero_in_situ__VERBUNDEN_MIT_AKTEUR__zirkular,baubuero_in_situ,zirkular,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link baubuero_in_situ -> zirkular (no evidence_url on edge),web,https://zirkular.net/en/project/building-k-118/,false,,MISSING_EVIDENCE,,trigger for the foundation of Zirkular by the involved planners,ADD_SOURCE,01,"edge has only inference_basis, no URL; corroborated: Zirkular was founded by baubüro planners",01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304512872,rel
AG01-r-0047,rel,r_bauteilkatalog_immobilien_basel_stadt__VERBUNDEN_MIT_AKTEUR__bauteilboerse_basel_overall,bauteilkatalog_immobilien_basel_stadt,bauteilboerse_basel_overall,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link bauteilkatalog_immobilien_basel_stadt -> bauteilboerse_basel_overall (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,RESOURCE,01,"edge has only confidence, no URL; not verified on fetched sources",01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931879294,rel
AG01-r-0048,rel,r_bauteilkatalog_immobilien_basel_stadt__VERBUNDEN_MIT_AKTEUR__zirkular,bauteilkatalog_immobilien_basel_stadt,zirkular,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link bauteilkatalog_immobilien_basel_stadt -> zirkular (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,RESOURCE,01,"edge has only confidence, no URL; not verified on fetched sources",01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304508798,rel
AG01-r-0049,rel,r_benjamin_poignon__VERBUNDEN_MIT_AKTEUR__bauburo_in_situ,benjamin_poignon,baubuero_in_situ,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link benjamin_poignon -> baubuero_in_situ (no evidence_url on edge),web,https://www.cirkla.ch/en/lassociation-cirkla/,false,,MISSING_EVIDENCE,,Benjamin Poignon - Co-Chairman / Baubüro in situ,ADD_SOURCE,01,edge has no URL; corroborated on Cirkla committee page,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745569901,rel
AG01-r-0050,rel,r_catherine_de_wolf__VERBUNDEN_MIT_AKTEUR__eth_zuerich,catherine_de_wolf,eth_zuerich,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link catherine_de_wolf -> eth_zuerich (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,ESCALATE_HUMAN,01,edge has no URL; De Wolf leads ETH CEA chair (plausible) but not directly on fetched pages; bidirectional pair with eth_zuerich->catherine_de_wolf (dedup),01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884877,rel
AG01-r-0051,rel,r_charlotte_bofinger__VERBUNDEN_MIT_AKTEUR__zirkular,charlotte_bofinger,zirkular,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link charlotte_bofinger -> zirkular (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,ESCALATE_HUMAN,01,edge has no URL; affiliation not verified on fetched sources,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514161,rel
AG01-r-0052,rel,r_cirkla__VERBUNDEN_MIT_AKTEUR__pascal_flammer_architekten,cirkla,pascal_flammer_architekten,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link cirkla -> pascal_flammer_architekten (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,RESOURCE,01,edge has no URL; likely a Cirkla directory member; bidirectional pair (dedup); needs cirkla directory page,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931885074,rel
AG01-r-0053,rel,r_cirkla__VERBUNDEN_MIT_AKTEUR__urban_bricolage,cirkla,urban_bricolage,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link cirkla -> urban_bricolage (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,RESOURCE,01,edge has no URL; likely a Cirkla directory member; bidirectional pair (dedup); needs cirkla directory page,01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199826,rel
AG01-r-0054,rel,r_eth_zuerich__VERBUNDEN_MIT_AKTEUR__catherine_de_wolf,eth_zuerich,catherine_de_wolf,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link eth_zuerich -> catherine_de_wolf (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,ESCALATE_HUMAN,01,edge has no URL; bidirectional pair with catherine_de_wolf->eth_zuerich (dedup),01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514346,rel
AG01-r-0055,rel,r_eth_zuerich__VERBUNDEN_MIT_AKTEUR__fabio_gramazio,eth_zuerich,fabio_gramazio,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link eth_zuerich -> fabio_gramazio (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,ESCALATE_HUMAN,01,"edge has no URL; Gramazio Kohler is ETH architecture-robotics, likely out-of-scope for reuse bubble; bidirectional pair (dedup)",01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570090,rel
AG01-r-0056,rel,r_eth_zuerich__VERBUNDEN_MIT_AKTEUR__gramazio_kohler_research,eth_zuerich,gramazio_kohler_research,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link eth_zuerich -> gramazio_kohler_research (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,ESCALATE_HUMAN,01,edge has no URL; likely out-of-scope for reuse bubble; bidirectional pair (dedup),01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199594,rel
AG01-r-0057,rel,r_eth_zuerich__VERBUNDEN_MIT_AKTEUR__matthias_kohler,eth_zuerich,matthias_kohler,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link eth_zuerich -> matthias_kohler (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,ESCALATE_HUMAN,01,edge has no URL; likely out-of-scope for reuse bubble; bidirectional pair (dedup),01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162041953559255338,rel
AG01-r-0058,rel,r_fabio_gramazio__VERBUNDEN_MIT_AKTEUR__eth_zuerich,fabio_gramazio,eth_zuerich,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link fabio_gramazio -> eth_zuerich (no evidence_url on edge),logic,,false,,MISSING_EVIDENCE,,,ESCALATE_HUMAN,01,edge has no URL; bidirectional pair with eth_zuerich->fabio_gramazio (dedup),01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199686,rel
