"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"bauobjekt/Bestandshalle_CRCLR_House","","gebaeude\Bestandshalle_CRCLR_House.md","","","","","Bestandshalle CRCLR House | Umbau statt Abriss; zirkuläres Bauen; Reallabor im Bestand; Mischnutzung; Holzaufstockung; reversible Innenausbauten; Materialpässe. | Umbau statt Abriss; zirkuläres Bauen; Reallabor im Bestand; Mischnutzung; Holzaufstockung; reversible Innenausbauten; Materialpässe. | Die Bestandshalle des CRCLR House ist eine ehemalige Fasslade- bzw. Lagerhalle auf dem Gelände der früheren Berliner Kindl-Brauerei in Neukölln. Sie wurde als Teil eines zirkulären Bauprojekts ertüchtigt, umgenutzt und durch eine Holzaufstockung ergänzt. Die Halle bildet den räumlichen Sockel für Coworking, Werkstätten, Veranstaltungen, Café- und Community-Nutzungen; darüber bzw. daran anschließend wurden Wohn- und Gemeinschaftsnutzungen entwickelt. Als gebäudebezogener Wissensspeicher steht hier die vorhandene Halle im Mittelpunkt: ihre Struktur, ihre Umnutzungsfähigkeit, ihre Aufnahme von Re-Use-Ausbauelementen und ihre Rolle als Demonstrator für zirkuläres Bauen. | Umbau statt Abriss; zirkuläres Bauen; Reallabor im Bestand; Mischnutzung; Holzaufstockung; reversible Innenausbauten; Materialpässe. | Die Bestandshalle des CRCLR House ist eine ehemalige Fasslade- bzw. Lagerhalle auf dem Gelände der früheren Berliner Kindl-Brauerei in Neukölln. Sie wurde als Teil eines zirkulären Bauprojekts ertüchtigt, umgenutzt und durch eine Holzaufstockung ergänzt. Die Halle bildet den räumlichen Sockel für Coworking, Werkstätten, Veranstaltungen, Café- und Community-Nutzungen; darüber bzw. daran anschließend wurden Wohn- und Gemeinschaftsnutzungen entwickelt. Als gebäudebezogener Wissensspeicher steht hier die vorhandene Halle im Mittelpunkt: ihre Struktur, ihre Umnutzungsfähigkeit, ihre Aufnahme von Re-Use-Ausbauelementen und ihre Rolle als Demonstrator für zirkuläres Bauen.","no_has_bauobjektrolle_target"
"bauobjekt/Bestandverplanzung_Pavilion_Muenchen","","Gebäude\Bestandverplanzung_Pavilion_Muenchen.md","","","","","Bestandverplanzung Pavilion, München — Fallstudie Direct Reuse / zirkuläres Bauen | Pavillon / Demonstrator; genaue Nutzung unbekannt","no_has_nutzung_target"
"bauobjekt/Bestandverplanzung_Pavilion_Muenchen","","Gebäude\Bestandverplanzung_Pavilion_Muenchen.md","","","","","Bestandverplanzung Pavilion, München — Fallstudie Direct Reuse / zirkuläres Bauen | Wiederverwendung von Paneelen aus drei Bungalows des Münchner Olympischen Dorfes | Bestandverplanzung Pavilion, München — Fallstudie Direct Reuse / zirkuläres Bauen | Bestandverplanzung_Pavilion_Muenchen | Pavillon / kleine wiederaufgebaute Bungalow-Struktur; genaue Gebäudebezeichnung unbekannt","no_has_bauaufgabe_intervention_target"
"bauobjekt/Big_Dig_Building_Boston","","Gebäude\Big_Dig_Building_Boston.md","","","","","Big Dig Building, Boston/Cambridge — Fallstudie Direct Reuse / zirkuläres Bauen | geplant als Gebäudestruktur, Fassade, Freiraum-/Landschaftselemente; nicht gebaut","no_has_nutzung_target"
"bauobjekt/Big_Dig_House_Lexington_Massachusetts","","Gebäude\Big_Dig_House_Lexington_Massachusetts.md","","","","","Big Dig House, Lexington, Massachusetts — Fallstudie Direct Reuse / zirkuläres Bauen | Haus aus wiederverwendeten Stahl- und Betonbauteilen der Boston Big Dig / Central Artery/Tunnel Project / I-93 | Big Dig House, Lexington, Massachusetts — Fallstudie Direct Reuse / zirkuläres Bauen | Big_Dig_House_Lexington_Massachusetts | modernes Wohnhaus / Einfamilienhaus","no_has_bauaufgabe_intervention_target"
"bauobjekt/BioPartner_5_Leiden_Oegstgeest","","Gebäude\BioPartner_5_Leiden_Oegstgeest.md","","","","","BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung | fünftes Gebäude von BioPartner Center Leiden | BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung | BioPartner_5_Leiden_Oegstgeest | Labor-, Büro- und Begegnungsgebäude für Life-Sciences-Startups","no_has_bauaufgabe_intervention_target"
"bauobjekt/Boulder_Fire_Station_3","","Gebäude\Boulder_Fire_Station_3.md","","","","","Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen | Boulder_Fire_Station_3 | Feuerwache und Fire Administration | Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen | Neubau / Ersatzbau für alte Fire Station 3","no_has_bauobjektklasse_target"
"bauobjekt/Brent_Cross_Town_Primary_Substation_London","","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","","","","","Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen | Substation und öffentliche Landmarke für Brent Cross Town | Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen | Brent_Cross_Town_Primary_Substation_London | elektrische Primär-Substation mit ovalem Stahl-Screen / Kunstwerk-Hülle","no_has_bauaufgabe_intervention_target"
"bauobjekt/Brighton_Waste_House_Brighton","","Gebäude\Brighton_Waste_House_Brighton.md","","","","","Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung | permanentes Gebäude aus überwiegend Abfall- und Überschussmaterialien als ökologisches Designlabor | Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung | Brighton_Waste_House_Brighton | zweigeschossiges Demonstrations-/Forschungsgebäude","no_has_bauaufgabe_intervention_target"
"bauobjekt/Broethen_Twin_House_Hoyerswerda","","Gebäude\Broethen_Twin_House_Hoyerswerda.md","","","","","Bröthen Twin-House, Hoyerswerda — Fallstudie Direct Reuse / Wiederverwendung von P2-Plattenbauteilen | Wiederverwendung von P2-Fertigteilen aus Massenwohnungsbau | Bröthen Twin-House, Hoyerswerda — Fallstudie Direct Reuse / Wiederverwendung von P2-Plattenbauteilen | Broethen_Twin_House_Hoyerswerda | Doppelhaus / Wohnhaus","no_has_bauaufgabe_intervention_target"
"bauobjekt/CascadeUp_London_secondary_timber_glulam_demonstrator","","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md","","","","","CascadeUp / London secondary-timber glulam demonstrator — Fallstudie Direct Reuse | CascadeUp_London_secondary_timber_glulam_demonstrator | kleiner modularer Pilotbau / Ausstellungsdemonstrator | CascadeUp / London secondary-timber glulam demonstrator — Fallstudie Direct Reuse | CascadeUp / Mass Secondary Timber Pilot","no_has_bauobjektklasse_target"
"bauobjekt/CascadeUp_London_secondary_timber_glulam_demonstrator","","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md","","","","","CascadeUp / London secondary-timber glulam demonstrator — Fallstudie Direct Reuse | tragender Rahmen sowie Wand-/Bodenpaneele eines modularen Demonstrators","no_has_nutzung_target"
"bauobjekt/CascadeUp_London_secondary_timber_glulam_demonstrator","","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md","","","","","CascadeUp / London secondary-timber glulam demonstrator — Fallstudie Direct Reuse | CascadeUp / Mass Secondary Timber Pilot | CascadeUp / London secondary-timber glulam demonstrator — Fallstudie Direct Reuse | CascadeUp_London_secondary_timber_glulam_demonstrator | kleiner modularer Pilotbau / Ausstellungsdemonstrator","no_has_bauaufgabe_intervention_target"
"bauobjekt/Charles_Malis_Molenbeek","","Gebäude\Charles_Malis_Molenbeek.md","","","","","Charles Malis / Antenne administrative Molenbeek-Saint-Jean — Fallstudie Direct Reuse | Charles_Malis_Molenbeek | zwei erhaltene Volumen einer früheren Zigarettenfabrik | Charles Malis / Antenne administrative Molenbeek-Saint-Jean — Fallstudie Direct Reuse | Umnutzung zu lokaler Verwaltungsstelle / Bürger:innenservice","no_has_bauobjektklasse_target"
"bauobjekt/Chiro_d_Itterbeek_Dilbeek","","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","","","","","Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse | Sanitärblock / WC-Anlage für Chiro und Besucher","no_has_nutzung_target"
"bauobjekt/Christ_Pavilion_Volkenroda","","Gebäude\Christ_Pavilion_Volkenroda.md","","","","","Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen | Kirche / Bestandteil des Klosters Volkenroda","no_has_nutzung_target"
"bauobjekt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","","","","","Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse | Wissens- und Innovationszentrum für circular construction in Heerde","no_has_nutzung_target"
"bauobjekt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","","","","","Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse | Dutch ReCreate pilot project | Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse | Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot | Knowledge and innovation centre for circular construction; Zielgebäude aus Prinsenhof-A-Bauteilen","no_has_bauaufgabe_intervention_target"
"bauobjekt/Circular_Pavilion_Paris","","Gebäude\Circular_Pavilion_Paris.md","","","","","Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse | Demonstrator für réemploi de matériaux im COP21-Kontext | Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse | Circular_Pavilion_Paris | temporärer Kulturpavillon","no_has_bauaufgabe_intervention_target"
"bauobjekt/Da_Vinci_Business_District","","gebaeude\Da_Vinci_Business_District.md","","","","","Da Vinci Business District | Gewerbebestand als urbane Ressource; Re-Use-Logistik; Bauteilhandel; urban production; Kreislaufwirtschaft in Wirtschaftsgebieten; adaptive reuse von 1980er-Jahre-Gewerbebauten. | Der Da Vinci Business District in Evere, Brüssel, ist ein gewerblich geprägtes Gebiet von citydev.brussels. Für die Wiederverwendungsforschung ist besonders das rund 14.000 m² große RotorDC-Areal relevant: Seit Sommer 2022 arbeitet Rotor Deconstruction an der Transformation vorhandener Gebäude aus den 1980er-Jahren zu einem Zentrum für Wiederverwendung, Handwerk und urbane Produktion. Die Datei behandelt daher nicht einen einzelnen ikonischen Bau, sondern einen bestehenden Gewerbe- und Lagerkomplex als Infrastrukturgebäude für die Bauteilwiederverwendung.","no_has_bauobjektstatus_target"
"bauobjekt/ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal","","gebaeude\ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal.md","","","","","ELYS Kultur- und Gewerbehaus, Basel / Lysbüchelareal | ELYS Kultur- und Gewerbehaus, Basel / Lysbüchelareal | Umnutzung grosser Gewerbe- und Logistikbauten; Kreislaufwirtschaft im Bestand; Urban Mining; Transformation ehemaliger Industrie- und Versorgungsareale; nutzungsgemischte Quartiersbausteine. | ELYS ist ein Kultur- und Gewerbehaus im Basler Lysbüchel-/Volta-Nord-Areal. Es entstand aus der Umnutzung ehemaliger Coop-Gebäude, insbesondere eines früheren Verteilzentrums bzw. grossen Gewerbe- und Produktionsbaus, der zusammen mit benachbarten Bestandsbauten neu organisiert wurde. Das Gebäude ist kein reines Denkmal- oder Ausstellungsobjekt, sondern ein belastbares Beispiel dafür, wie ein tiefes, ehemals monofunktionales Gewerbegebäude durch Teilrückbau, neue Belichtung, neue Erschliessung und Re-Use-Fassadenteile in einen nutzungsgemischten städtischen Baustein überführt werden kann.

Gebäudebezogen ist ELYS vor allem relevant als Umbau eines grossmassstäblichen, jüngeren Industrie-/Logistikbestands aus den 1980er-Jahren. Die bauliche Ausgangslage war weniger durch historische Ornamentik als durch Tragstruktur, Gebäudetiefe, Fassadenraster, geringe Dämmqualität und grosse zusammenhängende Flächen geprägt.","no_has_bauobjektstatus_target"
"bauobjekt/ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal","","gebaeude\ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal.md","","","","","ELYS Kultur- und Gewerbehaus, Basel / Lysbüchelareal | Umnutzung grosser Gewerbe- und Logistikbauten; Kreislaufwirtschaft im Bestand; Urban Mining; Transformation ehemaliger Industrie- und Versorgungsareale; nutzungsgemischte Quartiersbausteine. | ELYS Kultur- und Gewerbehaus, Basel / Lysbüchelareal | Umnutzung grosser Gewerbe- und Logistikbauten; Kreislaufwirtschaft im Bestand; Urban Mining; Transformation ehemaliger Industrie- und Versorgungsareale; nutzungsgemischte Quartiersbausteine. | ELYS ist ein Kultur- und Gewerbehaus im Basler Lysbüchel-/Volta-Nord-Areal. Es entstand aus der Umnutzung ehemaliger Coop-Gebäude, insbesondere eines früheren Verteilzentrums bzw. grossen Gewerbe- und Produktionsbaus, der zusammen mit benachbarten Bestandsbauten neu organisiert wurde. Das Gebäude ist kein reines Denkmal- oder Ausstellungsobjekt, sondern ein belastbares Beispiel dafür, wie ein tiefes, ehemals monofunktionales Gewerbegebäude durch Teilrückbau, neue Belichtung, neue Erschliessung und Re-Use-Fassadenteile in einen nutzungsgemischten städtischen Baustein überführt werden kann.

Gebäudebezogen ist ELYS vor allem relevant als Umbau eines grossmassstäblichen, jüngeren Industrie-/Logistikbestands aus den 1980er-Jahren. Die bauliche Ausgangslage war weniger durch historische Ornamentik als durch Tragstruktur, Gebäudetiefe, Fassadenraster, geringe Dämmqualität und grosse zusammenhängende Flächen geprägt. | ELYS Kultur- und Gewerbehaus, Basel / Lysbüchelareal | Umnutzung grosser Gewerbe- und Logistikbauten; Kreislaufwirtschaft im Bestand; Urban Mining; Transformation ehemaliger Industrie- und Versorgungsareale; nutzungsgemischte Quartiersbausteine. | ELYS ist ein Kultur- und Gewerbehaus im Basler Lysbüchel-/Volta-Nord-Areal. Es entstand aus der Umnutzung ehemaliger Coop-Gebäude, insbesondere eines früheren Verteilzentrums bzw. grossen Gewerbe- und Produktionsbaus, der zusammen mit benachbarten Bestandsbauten neu organisiert wurde. Das Gebäude ist kein reines Denkmal- oder Ausstellungsobjekt, sondern ein belastbares Beispiel dafür, wie ein tiefes, ehemals monofunktionales Gewerbegebäude durch Teilrückbau, neue Belichtung, neue Erschliessung und Re-Use-Fassadenteile in einen nutzungsgemischten städtischen Baustein überführt werden kann.

Gebäudebezogen ist ELYS vor allem relevant als Umbau eines grossmassstäblichen, jüngeren Industrie-/Logistikbestands aus den 1980er-Jahren. Die bauliche Ausgangslage war weniger durch historische Ornamentik als durch Tragstruktur, Gebäudetiefe, Fassadenraster, geringe Dämmqualität und grosse zusammenhängende Flächen geprägt.","no_has_bauobjektrolle_target"
"bauobjekt/Elementa","","gebaeude\Elementa.md","","","","","ELEMENTA – ReUse-Wohnungsbau Walkeweg Basel | Elementa | ELEMENTA – ReUse-Wohnungsbau Walkeweg Basel","no_has_bauobjektklasse_target"
"bauobjekt/Elementa","","gebaeude\Elementa.md","","","","","ELEMENTA – ReUse-Wohnungsbau Walkeweg Basel","no_has_bauobjektstatus_target"
"bauobjekt/Elementa","","gebaeude\Elementa.md","","","","","ELEMENTA – ReUse-Wohnungsbau Walkeweg Basel","no_has_bauobjektrolle_target"
"bauobjekt/Elementa","","gebaeude\Elementa.md","","","","","ELEMENTA – ReUse-Wohnungsbau Walkeweg Basel | ELEMENTA – ReUse-Wohnungsbau Walkeweg Basel | Elementa","no_has_bauaufgabe_intervention_target"
"bauobjekt/Europa_Building_Brussels","","Gebäude\Europa_Building_Brussels.md","","","","","Europa Building, Brussels – Fallstudie Direct Reuse | EU-Ratsgebäude mit Konferenzräumen, Büros und Pressebereichen","no_has_nutzung_target"
