"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"fallstudie/Boulder_Fire_Station_3","located_in_ort","ort/Boulder","Boulder, Colorado, USA","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Boulder_Fire_Station_3.md"
"fallstudie/Brent_Cross_Town_Primary_Substation_London","located_in_ort","ort/London","Brent Cross, London, UK","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"fallstudie/Brighton_Waste_House_Brighton","located_in_ort","ort/Brighton","University of Brighton City Campus, Grand Parade, Brighton","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Brighton_Waste_House_Brighton.md"
"fallstudie/Broethen_Twin_House_Hoyerswerda","located_in_ort","ort/Broethen","Bröthen / Hoyerswerda, Deutschland","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Broethen_Twin_House_Hoyerswerda.md"
"fallstudie/CRCLR_House_Impact_Hub_Berlin","located_in_ort","ort/Berlin","Berlin-Neukölln, Rollbergstraße 26 / 28a","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
"fallstudie/CascadeUp_London_secondary_timber_glulam_demonstrator","located_in_ort","ort/London","London; UCL Festival of Engineering 2024, London Design Festival 2024, Futurebuild 2025","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md"
"fallstudie/Charles_Malis_Molenbeek","located_in_ort","ort/Bruessel","Rue Charles Malis, Molenbeek-Saint-Jean, Brüssel","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Charles_Malis_Molenbeek.md"
"fallstudie/Chiro_d_Itterbeek_Dilbeek","located_in_ort","ort/Dilbeek","Plankenstraat 23, 1701 Dilbeek, Belgien","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Chiro_d_Itterbeek_Dilbeek.md"
"fallstudie/Christ_Pavilion_Volkenroda","located_in_ort","ort/Volkenroda","Hannover EXPO 2000; Kloster Volkenroda, Thüringen","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Christ_Pavilion_Volkenroda.md"
"fallstudie/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","located_in_ort","ort/Arnhem","Arnhem / Heerde, Niederlande","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"
"fallstudie/Circular_Pavilion_Paris","located_in_ort","ort/Paris","Parvis de l’Hôtel de Ville, Paris","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Circular_Pavilion_Paris.md"
"fallstudie/ELYS_Kultur_Gewerbehaus_Basel","located_in_ort","ort/Basel","Elsässerstrasse 209/215 bzw. 215, Basel, Lysbüchel/Volta Nord","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md"
"fallstudie/Europa_Building_Brussels","located_in_ort","ort/Bruessel","Rue de la Loi / Wetstraat, Brussels","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Europa_Building_Brussels.md"
"fallstudie/Ferme_du_Rail_Paris","located_in_ort","ort/Paris","2 bis rue de l’Ourcq, 75019 Paris","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Ferme_du_Rail_Paris.md"
"fallstudie/Grande_Halle_de_Colombelles","located_in_ort","ort/Colombelles","Rue des Ateliers, 14460 Colombelles","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Grande_Halle_de_Colombelles.md"
"fallstudie/Grubenstrasse_29_Werkhof_29_Zuerich","located_in_ort","ort/Zuerich","Grubenstrasse 29, 8045 Zürich, Binz","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"fallstudie/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","located_in_ort","ort/Tampere","Potkurinkatu, Härmälänranta, Tampere","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md"
"fallstudie/Hastings_Pier_Visitor_Centre","located_in_ort","ort/Hastings","Hastings, United Kingdom","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Hastings_Pier_Visitor_Centre.md"
"fallstudie/Haus_HOS_Mehrfamilienhaus_Muehlhausen","located_in_ort","ort/Muehlhausen","Mühlhausen, Thüringen, Deutschland","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"fallstudie/Holbein_Gardens_London","located_in_ort","ort/London","Royal Borough of Kensington and Chelsea / Chelsea, London","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Holbein_Gardens_London.md"
"fallstudie/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","located_in_ort","ort/London","London, UK","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"fallstudie/Impact_Hub_Berlin_CRCLR_Fitout","located_in_ort","ort/Berlin_Neukoelln","Berlin-Neukölln","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"fallstudie/Institut_de_Botanique_ULg_Liege","located_in_ort","ort/Liege","Liège / Lüttich, Belgien","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Institut_de_Botanique_ULg_Liege.md"
"fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","located_in_ort","ort/Kloetinge","Kloetinge, Zeeland, Niederlande","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","located_in_ort","ort/Zuerich","Zürich-Altstetten, Juch-Areal","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
"fallstudie/K118_Kopfbau_Halle_118_Winterthur","located_in_ort","ort/Winterthur","Lagerplatz / Winterthur, Schweiz","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","located_in_ort","ort/Oslo","Kristian Augusts gate 13, Oslo, Norwegen","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"fallstudie/Kamikatsu_Zero_Waste_Center_Hotel_WHY","located_in_ort","ort/Kamikatsu","Kamikatsu, Tokushima Prefecture, Japan","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"fallstudie/Kindergarten_Moeoeslistrasse_Manegg_Zuerich","located_in_ort","ort/Zuerich","Zürich-Wollishofen, Werkhof Mööslistrasse","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md"
"fallstudie/Liander_Alliander_HQ_Duiven","located_in_ort","ort/Duiven","Duiven, Niederlande","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Liander_Alliander_HQ_Duiven.md"
"fallstudie/Lo_Reninge_Town_Hall_Facade","located_in_ort","ort/Lo_Reninge","Markt 1, 8647 Lo-Reninge, Belgien","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Lo_Reninge_Town_Hall_Facade.md"
"fallstudie/Lokomotion_Technology_Centre_mini_pilot_Tampere","located_in_ort","ort/Tampere","Lahdesjärvi, Tampere, Finnland","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md"
"fallstudie/Lycee_Michel_Lucius_Conversion_Luxembourg","located_in_ort","ort/Luxembourg_Limpertsberg","Luxembourg-Limpertsberg, Luxemburg","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"fallstudie/Maison_DnA_Asse","located_in_ort","ort/Asse","Asse, Belgien","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Maison_DnA_Asse.md"
"fallstudie/Maison_Vignette_Auderghem","located_in_ort","ort/Bruessel","Rue de la Vignette, Auderghem, Brüssel, Belgien","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Maison_Vignette_Auderghem.md"
"fallstudie/Maison_des_Canaux_Paris","located_in_ort","ort/Paris","Paris, Frankreich","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Maison_des_Canaux_Paris.md"
"fallstudie/Mehrow_Pilot_House","located_in_ort","ort/Mehrow","Mehrow, Brandenburg, Deutschland","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Mehrow_Pilot_House.md"
"fallstudie/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","located_in_ort","ort/Helsinki","Jätkäsaari, Helsinki, Finnland","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md"
"fallstudie/Montessori_Maassluis","located_in_ort","ort/Maassluis","Maassluis, Zuid-Holland, Niederlande","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Montessori_Maassluis.md"
"fallstudie/Multi_Brussels_Reuse_in_MULTI","located_in_ort","ort/Bruessel","Boulevard Anspach / De Brouckère, Brüssel","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Multi_Brussels_Reuse_in_MULTI.md"
"fallstudie/Musee_de_Folklore_Mouscron","located_in_ort","ort/Mouscron","Rue des Brasseurs 3, 7700 Mouscron, Belgien","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Musee_de_Folklore_Mouscron.md"
"fallstudie/PLP_London_HQ_Circular_Studio_Fitout","located_in_ort","ort/London","10 Whitechapel High St, London E1 8QS","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"fallstudie/Peoples_Pavilion_Eindhoven","located_in_ort","ort/Eindhoven","Ketelhuisplein, Eindhoven, NL","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Peoples_Pavilion_Eindhoven.md"
"fallstudie/Plattenpalast_Berlin","located_in_ort","ort/Berlin","Wolliner Straße 50, Berlin","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Plattenpalast_Berlin.md"
"fallstudie/Plattenvereinigung_Berlin","located_in_ort","ort/Berlin","Peter-Behrens-Halle TU Berlin; Tempelhofer Feld Berlin","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Plattenvereinigung_Berlin.md"
"fallstudie/Recyclinghaus_Hannover","located_in_ort","ort/Hannover","Hannover-Kronsberg / ehemaliges Expo-Areal","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Recyclinghaus_Hannover.md"
"fallstudie/Recypark_Demets_Anderlecht","located_in_ort","ort/Bruessel","Quai Fernand Demets 22, 1070 Anderlecht, Brüssel","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Recypark_Demets_Anderlecht.md"
"fallstudie/Resilience_La_Ferme_des_Possibles_Stains","located_in_ort","ort/Stains","29 Rue d’Amiens, 93240 Stains","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"fallstudie/Resource_Rows_Copenhagen","located_in_ort","ort/Copenhagen","Copenhagen / Ørestad, Dänemark","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Resource_Rows_Copenhagen.md"
"fallstudie/Saxum_Vineyard_Equipment_Barn_Paso_Robles","located_in_ort","ort/Paso_Robles","Paso Robles / Templeton Gap, Kalifornien, USA","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md"
"fallstudie/Superlocal_Expogebouw_Bleijerheide","located_in_ort","ort/Bleijerheide","Bleijerheide, Kerkrade, Niederlande","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Superlocal_Expogebouw_Bleijerheide.md"
"fallstudie/Svanen_Kindergarten_Gladsaxe","located_in_ort","ort/Gladsaxe","Gladsaxe, Dänemark","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"fallstudie/TRAE_High_Rise_Aarhus","located_in_ort","ort/Aarhus","Aarhus, Dänemark","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\TRAE_High_Rise_Aarhus.md"
"fallstudie/The_Green_House_Utrecht","located_in_ort","ort/Utrecht","Utrecht, Croeselaan / Knoopkazerne-Areal","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\The_Green_House_Utrecht.md"
"fallstudie/Thoravej_29_Copenhagen","located_in_ort","ort/Copenhagen","Thoravej 29, 2400 København NV, Copenhagen","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Thoravej_29_Copenhagen.md"
"fallstudie/Timber_Square_London","located_in_ort","ort/London","25 Lavington Street / Bankside, Southwark, London SE1","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Timber_Square_London.md"
"fallstudie/Upcycle_Studios_Copenhagen","located_in_ort","ort/Copenhagen","Ørestad, Copenhagen, DK","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Upcycle_Studios_Copenhagen.md"
"fallstudie/Verbiest_Karreveld_Brussels","located_in_ort","ort/Bruessel","Sint-Jans-Molenbeek / Brüssel","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Verbiest_Karreveld_Brussels.md"
"fallstudie/Villa_Welpeloo_Enschede","located_in_ort","ort/Enschede","Roombeek, Enschede, Niederlande","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Villa_Welpeloo_Enschede.md"
"fallstudie/Woongroep_Boschgaard_Den_Bosch","located_in_ort","ort/Den_Bosch","Den Bosch / ’s-Hertogenbosch, NL","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Woongroep_Boschgaard_Den_Bosch.md"
"fallstudie/Zinneke_Feder_Masui4ever_Brussels","located_in_ort","ort/Bruessel","Place Masui / Rue des Palais, Brüssel","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
"fallstudie/gjG_House_Gentbrugge","located_in_ort","ort/Gentbrugge","Gentbrugge / Ghent, Belgien","rule_high","table_50f_located_in_ort_entity_mapping","Gebäude\gjG_House_Gentbrugge.md"
