"entity_folder","id_folder","frontmatter_entity","title","node_kind","migration_status","came_from","action_done","path"
"akteur","Ramboll_Finland","akteur","Ramboll Finland","core","migrated_phase8_promoted_repeated_actor","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md; Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md; Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Promoted repeated actor label into a canonical akteur node.",".\_graph\akteur\Ramboll_Finland\index.md"
"akteur","Restado","akteur","Restado","core","migrated_phase3_core_entities","akteur\06_bauteilboersen_marktplaetze_handel\Restado.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\Restado\index.md"
"akteur","ReUse_Berlin","akteur","ReUse Berlin","core","migrated_phase3_core_entities","akteur\01_oeffentliche_institutionen_foerderung\ReUse_Berlin.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\ReUse_Berlin\index.md"
"akteur","re_source_Stiftung","akteur","re!source Stiftung e.V.","core","migrated_phase3_core_entities","akteur\02_kammern_verbaende_ngos_netzwerke\re_source_Stiftung.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\re_source_Stiftung\index.md"
"akteur","Rotor","akteur","Rotor","core","migrated_phase3_core_entities","akteur\04_planung_architektur_ingenieurwesen\Rotor.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\Rotor\index.md"
"akteur","Rotor_DC","akteur","Rotor DC","core","migrated_phase3_core_entities","akteur\06_bauteilboersen_marktplaetze_handel\Rotor_DC.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\Rotor_DC\index.md"
"akteur","Skanska_Finland","akteur","Skanska Finland","core","migrated_phase8_promoted_repeated_actor","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md; Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Promoted repeated actor label into a canonical akteur node.",".\_graph\akteur\Skanska_Finland\index.md"
"akteur","Superuse_Studios","akteur","Superuse Studios","core","migrated_phase3_core_entities","akteur\04_planung_architektur_ingenieurwesen\Superuse_Studios.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\Superuse_Studios\index.md"
"akteur","Umacon","akteur","Umacon","core","migrated_phase8_promoted_repeated_actor","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md; Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md; Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Promoted repeated actor label into a canonical akteur node.",".\_graph\akteur\Umacon\index.md"
"akteur","Umweltbundesamt","akteur","Umweltbundesamt","core","migrated_phase3_core_entities","akteur\01_oeffentliche_institutionen_foerderung\Umweltbundesamt.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\Umweltbundesamt\index.md"
"akteur","Unternehmerverband_Historische_Baustoffe_UHB","akteur","Unternehmerverband Historische Baustoffe e.V. (UHB)","core","migrated_phase3_core_entities","akteur\Unternehmerverband_Historische_Baustoffe_UHB.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\Unternehmerverband_Historische_Baustoffe_UHB\index.md"
"akteur","VDI_ZRE","akteur","VDI ZRE","core","migrated_phase3_core_entities","akteur\03_forschung_lehre_wissenstransfer\VDI_ZRE.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\VDI_ZRE\index.md"
"akteur","Werner_Sobek","akteur","Werner Sobek","core","migrated_phase3_core_entities","akteur\04_planung_architektur_ingenieurwesen\Werner_Sobek.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\Werner_Sobek\index.md"
"akteur","Wuppertal_Institut","akteur","Wuppertal Institut","core","migrated_phase3_core_entities","akteur\03_forschung_lehre_wissenstransfer\Wuppertal_Institut.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\Wuppertal_Institut\index.md"
"akteur","Zirkular_GmbH","akteur","Zirkular GmbH","core","migrated_phase3_core_entities","akteur\05_reuse_beratung_prozessdienstleister\Zirkular_GmbH.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\Zirkular_GmbH\index.md"
"akteur","ZRS_Architekten_Ingenieure","akteur","ZRS Architekten Ingenieure","core","migrated_phase3_core_entities","akteur\04_planung_architektur_ingenieurwesen\ZRS_Architekten_Ingenieure.md","Migrated or canonicalized a core entity/platform/actor from old files.",".\_graph\akteur\ZRS_Architekten_Ingenieure\index.md"
"akteur_beteiligung","55_Great_Suffolk_Street_London__001__Fabrix","akteur_beteiligung","Fabrix - 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\55_Great_Suffolk_Street_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\55_Great_Suffolk_Street_London__001__Fabrix\index.md"
"akteur_beteiligung","55_Great_Suffolk_Street_London__002__Hawkins_Brown","akteur_beteiligung","Hawkins\Brown - 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\55_Great_Suffolk_Street_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\55_Great_Suffolk_Street_London__002__Hawkins_Brown\index.md"
"akteur_beteiligung","55_Great_Suffolk_Street_London__003__Symmetrys","akteur_beteiligung","Symmetrys - 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\55_Great_Suffolk_Street_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\55_Great_Suffolk_Street_London__003__Symmetrys\index.md"
"akteur_beteiligung","55_Great_Suffolk_Street_London__004__AKT_II","akteur_beteiligung","AKT II - 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\55_Great_Suffolk_Street_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\55_Great_Suffolk_Street_London__004__AKT_II\index.md"
"akteur_beteiligung","55_Great_Suffolk_Street_London__005__CBRE","akteur_beteiligung","CBRE - 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\55_Great_Suffolk_Street_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\55_Great_Suffolk_Street_London__005__CBRE\index.md"
"akteur_beteiligung","55_Great_Suffolk_Street_London__006__Opera","akteur_beteiligung","Opera - 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\55_Great_Suffolk_Street_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\55_Great_Suffolk_Street_London__006__Opera\index.md"
"akteur_beteiligung","55_Great_Suffolk_Street_London__007__Gardiner_Theobald","akteur_beteiligung","Gardiner & Theobald - 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\55_Great_Suffolk_Street_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\55_Great_Suffolk_Street_London__007__Gardiner_Theobald\index.md"
"akteur_beteiligung","55_Great_Suffolk_Street_London__008__Cantillon","akteur_beteiligung","Cantillon - 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\55_Great_Suffolk_Street_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\55_Great_Suffolk_Street_London__008__Cantillon\index.md"
"akteur_beteiligung","55_Great_Suffolk_Street_London__009__Cleveland_Steel_and_Tubes","akteur_beteiligung","Cleveland Steel and Tubes - 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\55_Great_Suffolk_Street_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\55_Great_Suffolk_Street_London__009__Cleveland_Steel_and_Tubes\index.md"
"akteur_beteiligung","Association_house_Groeditz__001__Polony_2008_Mettke_Heyn_Dechantsreiter_als_Liter","akteur_beteiligung","Polony 2008; Mettke/Heyn/Dechantsreiter als Literaturquellen - Association house, Gröditz — Fallstudie Direct Reuse / Wiederverwendung von Betonfertigteilen","relation","migrated_phase4_case_graph","Gebäude\Association_house_Groeditz.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\Association_house_Groeditz__001__Polony_2008_Mettke_Heyn_Dechantsreiter_als_Liter\index.md"
"akteur_beteiligung","Association_house_Plauen__001__Angelika_Mettke_Heyn_et_al_Dechantsreiter_et_al","akteur_beteiligung","Angelika Mettke / Heyn et al. / Dechantsreiter et al. / Fischer et al. - Association house, Plauen — Fallstudie Direct Reuse / Wiederverwendung von Betonfertigteilen","relation","migrated_phase4_case_graph","Gebäude\Association_house_Plauen.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\Association_house_Plauen__001__Angelika_Mettke_Heyn_et_al_Dechantsreiter_et_al\index.md"
"akteur_beteiligung","AWM_Muenster_Circular_Office__001__Abfallwirtschaftsbetriebe_M_nster_urselmann_inte","akteur_beteiligung","Abfallwirtschaftsbetriebe Münster, urselmann interior, Concular, Petra Jablonická, Sven Urselmann - AWM Münster – Zirkulärer Büroausbau 3. OG – Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\AWM_Muenster_Circular_Office.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\AWM_Muenster_Circular_Office__001__Abfallwirtschaftsbetriebe_M_nster_urselmann_inte\index.md"
"akteur_beteiligung","BedZED_London_Hackbridge__001__Bill_Dunster_ZEDfactory_BioRegional_Peabody_Trus","akteur_beteiligung","Bill Dunster / ZEDfactory; BioRegional; Peabody Trust; Arup; Ellis & Moore; Gardiner & Theobald - BedZED, London / Hackbridge — Fallstudie Direct Reuse / Bauteilwiederverwendung","relation","migrated_phase4_case_graph","Gebäude\BedZED_London_Hackbridge.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\BedZED_London_Hackbridge__001__Bill_Dunster_ZEDfactory_BioRegional_Peabody_Trus\index.md"
"akteur_beteiligung","Berlin_Schildow_Pilot_House_2__001__Herv_Biele_Architekturb_ro_Conclus_Claus_Asam_IE","akteur_beteiligung","Hervé Biele / Architekturbüro Conclus; Claus Asam / IEMB - Berlin-Schildow Pilot House 2 — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","relation","migrated_phase4_case_graph","Gebäude\Berlin_Schildow_Pilot_House_2.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\Berlin_Schildow_Pilot_House_2__001__Herv_Biele_Architekturb_ro_Conclus_Claus_Asam_IE\index.md"
"akteur_beteiligung","Berlin_Schildow_Pilot_House_2__002__Detlev_Lange_Familie_Lange","akteur_beteiligung","Detlev Lange / Familie Lange - Berlin-Schildow Pilot House 2 — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","relation","migrated_phase4_case_graph","Gebäude\Berlin_Schildow_Pilot_House_2.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\Berlin_Schildow_Pilot_House_2__002__Detlev_Lange_Familie_Lange\index.md"
"akteur_beteiligung","Berlin_Schildow_Pilot_House__001__Claus_Asam_IEMB_TU_Berlin_Architekturb_ro_Conclu","akteur_beteiligung","Claus Asam, IEMB/TU Berlin; Architekturbüro Conclus / Hervé Biele bzw. Joel Biele - Berlin-Schildow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","relation","migrated_phase4_case_graph","Gebäude\Berlin_Schildow_Pilot_House.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\Berlin_Schildow_Pilot_House__001__Claus_Asam_IEMB_TU_Berlin_Architekturb_ro_Conclu\index.md"
"akteur_beteiligung","Big_Dig_Building_Boston__001__Single_Speed_Design_SsD","akteur_beteiligung","Single Speed Design / SsD - Big Dig Building, Boston/Cambridge — Fallstudie Direct Reuse / zirkuläres Bauen","relation","migrated_phase4_case_graph","Gebäude\Big_Dig_Building_Boston.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\akteur_beteiligung\Big_Dig_Building_Boston__001__Single_Speed_Design_SsD\index.md"
