"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"fallstudie/Lycee_Michel_Lucius_Conversion_Luxembourg","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"fallstudie/Maison_des_Canaux_Paris","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Maison_des_Canaux_Paris.md"
"fallstudie/Multi_Brussels_Reuse_in_MULTI","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Multi_Brussels_Reuse_in_MULTI.md"
"fallstudie/Musee_de_Folklore_Mouscron","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja – Projekt enthält Renovierung/Erweiterung; gewertet werden nur die wiederverwendeten Fassadenziegel.","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Musee_de_Folklore_Mouscron.md"
"fallstudie/PLP_London_HQ_Circular_Studio_Fitout","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja — vorhandene Elemente des neuen Studios und aus dem vorherigen Studio wurden in die Fit-out-Strategie einbezogen; reine Beibehaltung zählt nicht automatisch als Direct Reuse.","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"fallstudie/Roots_in_the_Sky_Blackfriars_Crown_Court","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md"
"fallstudie/Thoravej_29_Copenhagen","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Thoravej_29_Copenhagen.md"
"fallstudie/Timber_Square_London","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Timber_Square_London.md"
"fallstudie/Verbiest_Karreveld_Brussels","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja – beide sind Umbauten/Transformationen; erhaltene Treppen, Toiletten, technische Schächte und Tragwerke zählen nicht automatisch als Reuse.","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Verbiest_Karreveld_Brussels.md"
"fallstudie/Woongroep_Boschgaard_Den_Bosch","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Woongroep_Boschgaard_Den_Bosch.md"
"fallstudie/Zinneke_Feder_Masui4ever_Brussels","has_kontextmerkmal","kontextmerkmal/Bestandserhalt_Policy","ja — 94 % der Gebäudemasse wurden erhalten; das ist relevant, wird aber nicht als Direct Reuse gezählt.","structural","bullet_50v_has_kontextmerkmal_warnung_bestandserhalt","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
