entity,group,property,total_in_group,nodes_or_rels_with_property,coverage_pct,missing_count,types,type_drift,empty_count,unique_values_seen_cap_1001,action,priority,reason,sample_values
relationship,BELEGT_IN,id,4866,2120,43.57,2746,list[str]:1; str:2119,yes,0,1001,keep_minimum,P0,relationship identity handle required by current constraints,r_bw_55_great_suffolk_street_warehouse__BELEGT_IN__q_55_great_suffolk_street_london_md || r_bw_1_broadgate_london__BELEGT_IN__q_55_great_suffolk_street_london_md || r_bw_cleveland_steel_and_tubes_stock__BELEGT_IN__q_55_great_suffolk_street_london_md || r_cbre__BELEGT_IN__q_55_great_suffolk_street_london_md
relationship,BELEGT_IN,invalid_candidate_source_urls,4866,644,13.23,4222,list[str]:644,,0,22,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN","[""""] || [""https://bimtec"",""https://b"",""https://symmetr""] || [""https://olympiap""] || [""https://projecta"",""https://pr""]"
relationship,BELEGT_IN,invalid_source_url,4866,8,0.16,4858,str:8,,8,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",
relationship,BELEGT_IN,invalid_source_url_node_id,4866,8,0.16,4858,str:8,,0,7,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",q_association_house_groeditz_s0 || q_association_house_plauen_s0 || q_maison_vignette_auderghem_s1 || q_berlin_schildow_pilot_house_s0
relationship,BELEGT_IN,previous_evidence_confidence,4866,13,0.27,4853,str:13,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",belegt
relationship,BELEGT_IN,review_run,4866,136,2.79,4730,str:136,,0,1,review_sparse,P2,sparse relationship property,2026-05-28_bauteilboersen_integration
relationship,BELEGT_IN,review_status,4866,1723,35.41,3143,str:1723,,0,2,review_keep_or_provenance,P1,may be real edge evidence/status; keep only if queried,needs_source_url_review || reviewed_legacy_profile_needs_url_fact_check
relationship,BELEGT_IN,source_resolution_status,4866,4730,97.21,136,str:4730,,0,2,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",direct_url_endpoint || needs_source_url_review
relationship,BELEGT_IN,source_scope,4866,523,10.75,4343,str:523,,0,4,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",bauteilboerse_legacy_review || actor_registry_project_link || actor_registry || actor_registry_external_link
relationship,BELEGT_IN,source_status,4866,4730,97.21,136,str:4730,,0,3,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",exact || candidate || missing
relationship,BELEGT_IN,source_status_migration,4866,4730,97.21,136,str:4730,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",mig_source_status_normalization_2026_05_28
relationship,BELEGT_IN,source_status_reason,4866,4730,97.21,136,str:4730,,0,4,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",concrete_source_url_on_fact || candidate_urls_need_fact_review || no_exact_url_binding_needs_review || invalid_direct_url_endpoint
relationship,BELEGT_IN,source_url,4866,3143,64.59,1723,str:3143,,0,352,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",https://www.construction21.org/france/case-studies/h/pavillon-de-sanitaires-du-chiro-d-itterbeek.html || https://www.construction21.org/belgique/case-studies/h/pavillon-de-sanitaires-du-chiro-d-itterbeek-dilbeek.html || https://www.construction21.org/france/case-studies/h/la-grande-halle-de-colombelles.html || https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail
relationship,BELEGT_IN,source_url_http_code,4866,3044,62.56,1822,int:3044,,0,5,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",403 || 200 || 525 || 404
relationship,BELEGT_IN,source_url_node_id,4866,3143,64.59,1723,str:3143,,0,530,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",q_chiro_d_itterbeek_dilbeek_s2 || q_chiro_d_itterbeek_dilbeek_s4 || q_grande_halle_de_colombelles_s3 || q_ferme_du_rail_paris_s2
relationship,BELEGT_IN,source_url_status,4866,3143,64.59,1723,str:3143,,0,8,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",dead_4xx || reachable_2xx || dead_5xx || blocked_by_robots
relationship,BELEGT_IN,source_url_wayback_snapshot,4866,424,8.71,4442,str:424,,0,24,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",http://web.archive.org/web/20240425010839/https://www.construction21.org/france/case-studies/h/pavillon-de-sanitaires-du-chiro-d-itterbeek.html || http://web.archive.org/web/20240425041043/https://www.construction21.org/france/case-studies/h/la-grande-halle-de-colombelles.html || http://web.archive.org/web/20230609154546/https://www.le-wip.com/le-reemploi-de-materiaux/ || http://web.archive.org/web/20250505022908/https://www.seidlarchitekten.de/wp-content/uploads/2022/10/SeidlSeidl-Architekten_Haus-Hos_Muehlhausen.pdf
relationship,BELEGT_IN,strict_candidate_url_array_cleanup,4866,644,13.23,4222,str:644,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",mig_strict_candidate_url_array_cleanup_2026_05_23
relationship,BELEGT_IN,strict_invalid_url_cleanup,4866,8,0.16,4858,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",mig_strict_invalid_url_cleanup_2026_05_23
relationship,BELEGT_IN,strict_source_url_cleanup,4866,1424,29.26,3442,str:1424,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",mig_strict_source_url_binding_cleanup_2026_05_23
relationship,BELEGT_IN,verification_attempts,4866,2713,55.75,2153,int:2713,,0,2,review_domain_property,P3,domain-specific edge value,1 || 2
relationship,BELEGT_IN,verification_body_md5,4866,1990,40.9,2876,str:1990,,0,138,review_domain_property,P3,domain-specific edge value,52ec30bda5189273aefbd3895c3ac2e4 || b3bc5855682fc7eab974e95f41964f7e || 7821e077fc6b1fb694b332729c8f814d || cc7c8b3c4afe7d79b1039ba40f80abba
relationship,BELEGT_IN,verification_method,4866,2713,55.75,2153,str:2713,,0,2,review_domain_property,P3,domain-specific edge value,skipped || none
relationship,BELEGT_IN,verification_notes,4866,2713,55.75,2153,str:2713,,0,1001,review_domain_property,P3,domain-specific edge value,url_status=dead_4xx || best_fuzz=0.441 best_token=0.071 || best_fuzz=0.405 best_token=0.235 || url_status=dead_5xx
relationship,BELEGT_IN,verification_score,4866,2713,55.75,2153,float:2713,,0,731,review_domain_property,P3,domain-specific edge value,0.0 || 0.4407 || 0.4052 || 0.3667
relationship,BELEGT_IN,verification_status,4866,2713,55.75,2153,str:2713,,0,4,review_domain_property,P3,domain-specific edge value,target_page_dead || no_text_match || fetch_error || no_url_node
relationship,BERECHNET_NACH_MODUL,evidence_basis,8,8,100.0,0,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",cell_citation
relationship,BERECHNET_NACH_MODUL,evidence_confidence,8,8,100.0,0,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",teilweise_belegt
relationship,BERECHNET_NACH_MODUL,evidence_origin,8,8,100.0,0,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",source_curated
relationship,BERECHNET_NACH_MODUL,evidence_source_id,8,8,100.0,0,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",r2_b_journal_edge_restore
relationship,BERECHNET_NACH_MODUL,review_status,8,8,100.0,0,str:8,,0,1,review_keep_or_provenance,P1,may be real edge evidence/status; keep only if queried,needs_source_url_review
relationship,BERECHNET_NACH_MODUL,source_resolution_status,8,8,100.0,0,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",needs_source_url_review
relationship,BERECHNET_NACH_MODUL,source_status,8,8,100.0,0,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",missing
relationship,BERECHNET_NACH_MODUL,source_status_migration,8,8,100.0,0,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",mig_source_status_normalization_2026_05_28
relationship,BERECHNET_NACH_MODUL,source_status_reason,8,8,100.0,0,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",no_exact_url_binding_needs_review
relationship,BETEILIGT_AN,derivation_note,561,561,100.0,0,str:561,,0,1,review_domain_property,P3,domain-specific edge value,| r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab)
relationship,BETEILIGT_AN,evidence_basis,561,561,100.0,0,str:561,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",controlled_vocab
relationship,BETEILIGT_AN,evidence_confidence,561,561,100.0,0,str:561,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",unklar
relationship,BETEILIGT_AN,evidence_excerpt,561,109,19.43,452,str:109,,0,2,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",BELEGT || INFER
relationship,BETEILIGT_AN,evidence_origin,561,561,100.0,0,str:561,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",topology_synthesized
relationship,BETEILIGT_AN,evidence_source_id,561,561,100.0,0,str:561,,0,6,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",mig_4_1 || batch2_v2_import_2026-05-20 || batch2_v2_phase18_2026-05-20 || batch2_v2_followup_2026-05-20
relationship,BETEILIGT_AN,id,561,561,100.0,0,str:561,,0,561,keep_minimum,P0,relationship identity handle required by current constraints,r_cbre__BETEILIGT_AN__p_55_great_suffolk_street_london || r_gardiner_and_theobald__BETEILIGT_AN__p_55_great_suffolk_street_london || r_cantillon__BETEILIGT_AN__p_55_great_suffolk_street_london || r_abfallwirtschaftsbetriebe_muenster__BETEILIGT_AN__p_awm_muenster_circular_office
relationship,BETEILIGT_AN,review_status,561,561,100.0,0,str:561,,0,1,review_keep_or_provenance,P1,may be real edge evidence/status; keep only if queried,needs_source_url_review
relationship,BETEILIGT_AN,source_resolution_status,561,561,100.0,0,str:561,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",needs_source_url_review
relationship,BETEILIGT_AN,source_status,561,561,100.0,0,str:561,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",missing
relationship,BETEILIGT_AN,source_status_migration,561,561,100.0,0,str:561,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",mig_source_status_normalization_2026_05_28
relationship,BETEILIGT_AN,source_status_reason,561,561,100.0,0,str:561,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",no_exact_url_binding_needs_review
relationship,BETRIEBEN_VON,derivation_note,5,2,40.0,3,str:2,,0,1,review_domain_property,P3,domain-specific edge value,| r1: derived=>topology_synthesized (catch-all: basis=name_match)
relationship,BETRIEBEN_VON,evidence_basis,5,5,100.0,0,str:5,,0,2,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",name_match || betreiber_section_existing_operator
relationship,BETRIEBEN_VON,evidence_confidence,5,2,40.0,3,str:2,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",unklar
relationship,BETRIEBEN_VON,evidence_note,5,2,40.0,3,str:2,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",Relationship came from reviewed archive profile/direct URL list but exact source claim has not been validated; do not treat keyword evidence as proof.
relationship,BETRIEBEN_VON,evidence_origin,5,2,40.0,3,str:2,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",topology_synthesized
relationship,BETRIEBEN_VON,evidence_quality,5,2,40.0,3,str:2,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",unverified_source_claim
relationship,BETRIEBEN_VON,evidence_source_id,5,5,100.0,0,str:5,,0,4,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",mig_1_4 || q_url_74e67b64770f2741ee9cce15ef3ac2ad || q_url_317570e3c4e0c2be5ef74e07e4819409 || q_url_35bf8e4ee16b85a593fea9d14d107bff
relationship,BETRIEBEN_VON,id,5,3,60.0,2,str:3,,0,3,keep_minimum,P0,relationship identity handle required by current constraints,r_software_restado__betrieben_von__concular || r_re_store_harvestmap_vienna__betrieben_von__materialnomaden || r_salvoweb__betrieben_von__salvo_ltd
relationship,BETRIEBEN_VON,review_run,5,3,60.0,2,str:3,,0,1,review_domain_property,P3,domain-specific edge value,2026-05-28_bauteilboersen_integration
relationship,BETRIEBEN_VON,review_status,5,5,100.0,0,str:5,,0,2,review_keep_or_provenance,P1,may be real edge evidence/status; keep only if queried,needs_source_url_review || reviewed_legacy_profile_needs_url_fact_check
relationship,BETRIEBEN_VON,source_resolution_status,5,4,80.0,1,str:4,,0,2,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",needs_source_url_review || needs_exact_claim_source_review
relationship,BETRIEBEN_VON,source_scope,5,3,60.0,2,str:3,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",bauteilboerse_legacy_review
relationship,BETRIEBEN_VON,source_status,5,2,40.0,3,str:2,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",missing
relationship,BETRIEBEN_VON,source_status_migration,5,2,40.0,3,str:2,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",mig_source_status_normalization_2026_05_28
relationship,BETRIEBEN_VON,source_status_reason,5,2,40.0,3,str:2,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",no_exact_url_binding_needs_review
relationship,BUILT_IN_ERA,derivation_note,8,8,100.0,0,str:8,,0,1,review_domain_property,P3,domain-specific edge value,"curated->inferred + belegt->inferiert via mig_repair_4_1 (year-derived era assignment is inference, not curation)"
relationship,BUILT_IN_ERA,evidence_basis,8,8,100.0,0,str:8,,0,1,review_keep_or_source_edge,P1,"edge provenance can be valid, but normalize to source_type/source_detail or BELEGT_IN",year_inferred
