entity,group,property,total_in_group,nodes_or_rels_with_property,coverage_pct,missing_count,types,type_drift,empty_count,unique_values_seen_cap_1001,action,priority,reason,sample_values
node,Akteur,strict_invalid_url_cleanup,669,134,20.03,535,str:134,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_invalid_url_cleanup_2026_05_23
node,Akteur,strict_source_url_cleanup,669,553,82.66,116,str:553,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_source_url_binding_cleanup_2026_05_23
node,Akteurrolle,aliases,24,9,37.5,15,list[str]:9,,0,9,review_keep_if_used,P2,human curation aid; keep only if actively queried,"[""Architektur""] || [""Pruefung_Qualitaetssicherung""] || [""Bauausfuehrung""] || [""Rueckbau_Demontage""]"
node,Akteurrolle,id,24,24,100.0,0,str:24,,0,24,keep_minimum,P0,identity handle required by constraints and patch tooling,ar_materialbroker || ar_aufbereitung_refurbishment || ar_bauherr_auftraggeber || ar_forschung_dokumentation
node,Akteurrolle,name,24,24,100.0,0,str:24,,0,24,keep_minimum,P0,human caption / browser display,Materialbroker / Reuse-Marketplace-Betreiber || Aufbereitung_Refurbishment || Bauherr_Auftraggeber || Forschung_Dokumentation
node,Akteurrolle,scope_note,24,1,4.17,23,str:1,,0,1,keep_minimum,P1,controlled vocabulary definition,"Operates a reuse-material marketplace, hub, or brokerage service. Examples: Rotor DC, Concular, Restado, Cycle Up, Opalis, Madaster."
node,Akteurrolle,source_scope,24,24,100.0,0,str:24,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Akteurtyp,aliases,10,1,10.0,9,list[str]:1,,0,1,review_keep_if_used,P2,human curation aid; keep only if actively queried,"[""Verband_Kammer""]"
node,Akteurtyp,id,10,10,100.0,0,str:10,,0,10,keep_minimum,P0,identity handle required by constraints and patch tooling,at_person || at_organisation || at_unternehmen || at_oeffentliche_institution
node,Akteurtyp,name,10,10,100.0,0,str:10,,0,10,keep_minimum,P0,human caption / browser display,Person || Organisation || Unternehmen || Oeffentliche_Institution
node,Akteurtyp,source_scope,10,10,100.0,0,str:10,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Akzeptanz,id,7,7,100.0,0,str:7,,0,7,keep_minimum,P0,identity handle required by constraints and patch tooling,ak_dgnb_zertifizierung || ak_breeam_zertifizierung || ak_leed_zertifizierung || ak_oeffentlicher_bauherr_pilot
node,Akzeptanz,name,7,7,100.0,0,str:7,,0,7,keep_minimum,P0,human caption / browser display,DGNB || BREEAM || LEED || Public-Bauherr Pilot
node,Akzeptanz,name_full,7,7,100.0,0,str:7,,0,7,review_keep_if_distinct,P2,keep only when materially different from name,DGNB-Zertifizierung akzeptiert Reuse || BREEAM-Zertifizierung akzeptiert Reuse || LEED-Zertifizierung akzeptiert Reuse || Öffentlicher Bauherr (Pilotprojekt-Akzeptanz)
node,Akzeptanz,scope_note,7,7,100.0,0,str:7,,0,7,keep_minimum,P1,controlled vocabulary definition,"Deutsches Nachhaltigkeitszertifikat (DGNB) gewährt Bonuspunkte für Bauteilwiederverwendung. || UK-basiertes Nachhaltigkeitszertifikat; Mat-Credits für Reuse. || US-basiertes Nachhaltigkeitszertifikat; Materials & Resources credits für Reuse. || Öffentliche Bauherren akzeptieren Reuse über Pilot-/Forschungsrahmen (z.B. SBB, ETH, Bauamt)."
node,Akzeptanz,source_scope,7,7,100.0,0,str:7,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Aufbereitungsverfahren,id,62,62,100.0,0,str:62,,0,62,keep_minimum,P0,identity handle required by constraints and patch tooling,av_oberflaechenbehandlung || av_zerlegung_vereinzelung || av_materialsortierung_chargenbildung || av_kaskadierende_wiederverwendung
node,Aufbereitungsverfahren,is_parent_category,62,4,6.45,58,bool:4,,0,1,review_domain_property,P3,domain-specific value; decide per label,true
node,Aufbereitungsverfahren,name,62,62,100.0,0,str:62,,0,62,keep_minimum,P0,human caption / browser display,Oberflächenbehandlung (Sammelkategorie) || Zerlegung / Vereinzelung (Sammelkategorie) || Materialsortierung & Chargenbildung (querschnittlich) || Kaskadierende Nutzung / Downcycling-Entscheidung
node,Aufbereitungsverfahren,review_status,62,62,100.0,0,str:62,,0,1,review_domain_property,P3,domain-specific value; decide per label,needs_source_url_review
node,Aufbereitungsverfahren,scope_note,62,34,54.84,28,str:34,,0,34,keep_minimum,P1,controlled vocabulary definition,"Parent category: cleaning, stripping, coating-removal, blasting, surface refinishing across materials. || Parent category: sawing, cutting, separating elements from parent assemblies. || Cross-material sorting, grouping into reusable batches, tagging origin/condition. || Decision node: when performance data is insufficient, redirect to less-demanding application."
node,Aufbereitungsverfahren,source_resolution_status,62,62,100.0,0,str:62,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",needs_source_url_review
node,Aufbereitungsverfahren,source_scope,62,62,100.0,0,str:62,,0,2,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed || research_file
node,Aufbereitungsverfahren,strict_source_url_cleanup,62,62,100.0,0,str:62,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_source_url_binding_cleanup_2026_05_23
node,BauaufgabeIntervention,id,10,10,100.0,0,str:10,,0,10,keep_minimum,P0,identity handle required by constraints and patch tooling,bai_aufstockung || bai_erweiterung || bai_fit_out || bai_neubau
node,BauaufgabeIntervention,name,10,10,100.0,0,str:10,,0,10,keep_minimum,P0,human caption / browser display,Aufstockung || Erweiterung || Fit_out || Neubau
node,BauaufgabeIntervention,source_scope,10,10,100.0,0,str:10,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauobjektklasse,id,8,8,100.0,0,str:8,,0,8,keep_minimum,P0,identity handle required by constraints and patch tooling,bok_depot_lager || bok_gebaeude || bok_gebaeudeteil || bok_infrastruktur
node,Bauobjektklasse,name,8,8,100.0,0,str:8,,0,8,keep_minimum,P0,human caption / browser display,Depot_Lager || Gebaeude || Gebaeudeteil || Infrastruktur
node,Bauobjektklasse,source_scope,8,8,100.0,0,str:8,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauobjektrolle,id,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,identity handle required by constraints and patch tooling,bor_bestandsobjekt || bor_donorobjekt || bor_empfaengerobjekt || bor_referenzobjekt
node,Bauobjektrolle,name,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,human caption / browser display,Bestandsobjekt || Donorobjekt || Empfaengerobjekt || Referenzobjekt
node,Bauobjektrolle,source_scope,6,6,100.0,0,str:6,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauproduktstatus,id,15,15,100.0,0,str:15,,0,15,keep_minimum,P0,identity handle required by constraints and patch tooling,bps_ce_hen || bps_ce_eta || bps_ue_zeichen || bps_abz_abg
node,Bauproduktstatus,name,15,15,100.0,0,str:15,,0,15,keep_minimum,P0,human caption / browser display,CE (hEN) || CE (ETA) || Ü-Zeichen (DE) || abZ / aBG (DE)
node,Bauproduktstatus,name_full,15,15,100.0,0,str:15,,0,15,review_keep_if_distinct,P2,keep only when materially different from name,"CE-Marking unter harmonisierter EN-Norm (hEN) || CE-Marking via Europäische Technische Bewertung (ETA) || Ü-Zeichen (DE, nationale Konformität) || abZ / aBG (DE, allgemeine bauaufsichtliche Zulassung)"
node,Bauproduktstatus,scope_note,15,15,100.0,0,str:15,,0,15,keep_minimum,P1,controlled vocabulary definition,EU CPR; covers CE-marked construction products under harmonised European standards. || EU CPR alternative for non-hEN products; requires ETA assessment. || German national mark for products outside CPR harmonised scope. || DIBt allgemeine Zulassung for non-standard German construction products.
node,Bauproduktstatus,source_scope,15,15,100.0,0,str:15,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bausystem,definition,9,3,33.33,6,str:3,,0,3,review_domain_property,P3,domain-specific value; decide per label,Großformatiges ostdeutsches Stahlbetonfertigteil-/Plattenbausystem; als kontrollierter Bausystem-Begriff für Plattenreuse-Fälle. || Glued-laminated secondary timber from reclaimed solid wood; remanufactured mass timber component family. || Cross-laminated secondary timber from reclaimed solid wood; remanufactured panel component family.
node,Bausystem,id,9,9,100.0,0,str:9,,0,9,keep_minimum,P0,identity handle required by constraints and patch tooling,bsys_betonfertigteil_system || bsys_holz_skelettbau || bsys_holzrahmenbau || bsys_plattenbau
node,Bausystem,name,9,9,100.0,0,str:9,,0,9,keep_minimum,P0,human caption / browser display,Betonfertigteil_System || Holz_Skelettbau || Holzrahmenbau || Plattenbau
node,Bausystem,source_scope,9,9,100.0,0,str:9,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauteilebene,id,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,identity handle required by constraints and patch tooling,be_bauteilgruppe || be_einzelbauteil || be_gebaeudeteil || be_materialcharge
node,Bauteilebene,name,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,human caption / browser display,Bauteilgruppe || Einzelbauteil || Gebaeudeteil || Materialcharge
node,Bauteilebene,source_scope,6,6,100.0,0,str:6,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauteilgruppe,alte_funktion,356,291,81.74,65,str:291,,0,264,review_domain_property,P3,domain-specific value; decide per label,Geländer im Palais des Expositions Charleroi || Boden-/Wandfliesen im Palais des Expositions Charleroi || Natur-/Mauersteine im Palais des Expositions Charleroi || steel frame / reclaimed stock
node,Bauteilgruppe,bg_kind,356,356,100.0,0,str:356,,0,3,review_domain_property,P3,domain-specific value; decide per label,batch || category || partial_batch
node,Bauteilgruppe,direct_reuse_relevant,356,8,2.25,348,bool:7; str:1,yes,0,2,review_sparse,P2,sparse property; verify it is not one-off import residue,"false || fester Einbau, aber nicht bewertungsrelevantes Tragwerk"
node,Bauteilgruppe,donor_resolution_status,356,26,7.3,330,str:26,,0,5,review_domain_property,P3,domain-specific value; decide per label,resource_source || exact_building || same_site || unknown
node,Bauteilgruppe,donor_unknown,356,24,6.74,332,bool:24,,0,1,review_domain_property,P3,domain-specific value; decide per label,true
node,Bauteilgruppe,huelle,356,81,22.75,275,bool:81,,0,2,review_domain_property,P3,domain-specific value; decide per label,true || false
node,Bauteilgruppe,id,356,356,100.0,0,str:356,,0,356,keep_minimum,P0,identity handle required by constraints and patch tooling,bg_reuse_stahl_gelaender_verbiest_charleroi || bg_reuse_keramik_boden_verbiest_charleroi || bg_reuse_naturstein_wand_verbiest_charleroi || bg_reuse_stahl_mehrere_55gss_external_core
node,Bauteilgruppe,invalid_candidate_source_urls,356,160,44.94,196,list[str]:160,,0,23,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag","[""https://bimtec"",""https://b"",""https://symmetr""] || [""https://olympiap""] || [""https://projecta"",""https://pr""] || [""https://dutchdes""]"
node,Bauteilgruppe,menge_kg,356,1,0.28,355,int:1,,0,1,review_sparse,P2,sparse property; verify it is not one-off import residue,165000
node,Bauteilgruppe,menge_m,356,1,0.28,355,int:1,,0,1,review_sparse,P2,sparse property; verify it is not one-off import residue,1300
node,Bauteilgruppe,menge_m2,356,14,3.93,342,float:2; int:12,yes,0,14,review_sparse,P2,sparse property; verify it is not one-off import residue,125 || 60 || 450 || 1000
node,Bauteilgruppe,menge_original_key,356,11,3.09,345,str:11,,0,9,review_sparse,P2,sparse property; verify it is not one-off import residue,teppichfliesen_anzahl || reuse_deckenplatten_anzahl || reuse_wandplatten_anzahl || demontierte_fassadenelemente_anzahl
node,Bauteilgruppe,menge_source,356,11,3.09,345,str:11,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",projekt_counter_migration_mig_2_4
node,Bauteilgruppe,menge_stueck,356,20,5.62,336,int:20,,0,19,review_domain_property,P3,domain-specific value; decide per label,20 || 2000 || 50 || 26
node,Bauteilgruppe,menge_t,356,7,1.97,349,float:3; int:4,yes,0,7,review_sparse,P2,sparse property; verify it is not one-off import residue,20.35 || 98 || 165 || 33.46
node,Bauteilgruppe,menge_unbekannt,356,43,12.08,313,bool:43,,0,1,review_domain_property,P3,domain-specific value; decide per label,true
node,Bauteilgruppe,name,356,356,100.0,0,str:356,,0,356,keep_minimum,P0,human caption / browser display,Geländer aus Charleroi || Fliesen aus Charleroi || Steine aus Charleroi || Steel profiles for…
node,Bauteilgruppe,name_full,356,319,89.61,37,str:319,,0,317,review_keep_if_distinct,P2,keep only when materially different from name,Verbiest-Geländer aus Palais des Expositions Charleroi || Verbiest-Fliesen (Keramik/Stein) aus Palais des Expositions Charleroi || Verbiest-Steine (Natur-/Mauersteine) aus Palais des Expositions Charleroi || Reused steel profiles for external core
node,Bauteilgruppe,neue_funktion,356,291,81.74,65,str:291,,0,285,review_domain_property,P3,domain-specific value; decide per label,Geländer im Verbiest-Projekt || Boden-/Wandoberflächen im Verbiest-Projekt || Bauteil/Oberfläche im Verbiest-Projekt || structural external service and circulation core
node,Bauteilgruppe,primary_bauteiltyp_id,356,356,100.0,0,str:356,,0,16,review_relationship_duplicate,P0,likely duplicates graph topology; replace with relationships or aliases only if needed,bt_gelaender || bt_mehrere || bt_wand || bt_ausbau
node,Bauteilgruppe,primary_material_id,356,356,100.0,0,str:356,,0,21,review_relationship_duplicate,P0,likely duplicates graph topology; replace with relationships or aliases only if needed,mat_stahl || mat_keramik || mat_naturstein || mat_mehrere
node,Bauteilgruppe,raeumlich,356,115,32.3,241,bool:115,,0,2,review_domain_property,P3,domain-specific value; decide per label,true || false
node,Bauteilgruppe,reuse_status,356,356,100.0,0,str:356,,0,4,review_relationship_duplicate,P0,likely duplicates graph topology; replace with relationships or aliases only if needed,reuse || retained || planned || dismantled
node,Bauteilgruppe,review_status,356,356,100.0,0,str:356,,0,1,review_domain_property,P3,domain-specific value; decide per label,needs_source_url_review
node,Bauteilgruppe,source_resolution_status,356,356,100.0,0,str:356,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",needs_source_url_review
node,Bauteilgruppe,source_scope,356,356,100.0,0,str:356,,0,2,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",archive_scan || case_markdown
node,Bauteilgruppe,strict_candidate_url_array_cleanup,356,160,44.94,196,str:160,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_candidate_url_array_cleanup_2026_05_23
node,Bauteilgruppe,strict_source_url_cleanup,356,356,100.0,0,str:356,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_source_url_binding_cleanup_2026_05_23
node,Bauteilgruppe,technisch,356,34,9.55,322,bool:34,,0,2,review_domain_property,P3,domain-specific value; decide per label,true || false
node,Bauteilgruppe,tragend,356,124,34.83,232,bool:121; str:3,yes,0,5,review_domain_property,P3,domain-specific value; decide per label,true || false || teilweise || wahrscheinlich / teils
node,Bauteiltyp,brand_layer,23,15,65.22,8,str:15,,0,4,review_domain_property,P3,domain-specific value; decide per label,space_plan || skin || structure || services
node,Bauteiltyp,id,23,23,100.0,0,str:23,,0,23,keep_minimum,P0,identity handle required by constraints and patch tooling,bt_hohlkoerperdecke || bt_fassadenelement_beton || bt_glasscheibe || bt_verglasung
node,Bauteiltyp,name,23,23,100.0,0,str:23,,0,23,keep_minimum,P0,human caption / browser display,bt_hohlkoerperdecke || bt_fassadenelement_beton || bt_glasscheibe || bt_verglasung
node,Bauteiltyp,name_full,23,1,4.35,22,str:1,,0,1,review_keep_if_distinct,P2,keep only when materially different from name,Mehrere Bauteiltypen — Multi-type BGs with no single dominant Bauteiltyp
node,Bauteiltyp,review_status,23,23,100.0,0,str:23,,0,1,review_domain_property,P3,domain-specific value; decide per label,needs_source_url_review
node,Bauteiltyp,scope_note,23,1,4.35,22,str:1,,0,1,keep_minimum,P1,controlled vocabulary definition,"Placeholder for Bauteilgruppen that span multiple component types (e.g., wall+ceiling+facade). Used when no single bt_* fits."
node,Bauteiltyp,source_resolution_status,23,23,100.0,0,str:23,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",needs_source_url_review
node,Bauteiltyp,source_scope,23,23,100.0,0,str:23,,0,2,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",research_file || controlled_vocab_seed
node,Bauteiltyp,strict_source_url_cleanup,23,8,34.78,15,str:8,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_source_url_binding_cleanup_2026_05_23
node,Bauweise,id,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,identity handle required by constraints and patch tooling,bauw_fertigteilbauweise || bauw_holzbauweise || bauw_hybridbauweise || bauw_massivbauweise
node,Bauweise,name,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,human caption / browser display,Fertigteilbauweise || Holzbauweise || Hybridbauweise || Massivbauweise
node,Bauweise,source_scope,6,6,100.0,0,str:6,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauwerk,baujahr,184,8,4.35,176,int:8,,0,8,review_sparse,P2,sparse property; verify it is not one-off import residue,2000 || 1950 || 1978 || 1973
node,Bauwerk,era_unknown,184,176,95.65,8,bool:176,,0,1,review_domain_property,P3,domain-specific value; decide per label,true
node,Bauwerk,flaeche_m2,184,7,3.8,177,int:7,,0,6,review_sparse,P2,sparse property; verify it is not one-off import residue,15 || 2004 || 70 || 81777
node,Bauwerk,id,184,184,100.0,0,str:184,,0,184,keep_minimum,P0,identity handle required by constraints and patch tooling,bw_association_house_groeditz || bw_school_type_dresden_donor || bw_association_house_plauen || bw_iw73_6_mass_housing_donor
node,Bauwerk,invalid_candidate_source_urls,184,90,48.91,94,list[str]:90,,0,24,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag","[""""] || ["""",""https://t""] || [""https://olympiap""] || [""https://projecta"",""https://pr""]"
node,Bauwerk,land,184,2,1.09,182,str:2,,0,1,review_relationship_duplicate,P0,likely duplicates graph topology; replace with relationships or aliases only if needed,Niederlande
node,Bauwerk,name,184,184,100.0,0,str:184,,0,184,keep_minimum,P0,human caption / browser display,Sport-/Vereinshaus… || School type Dresden… || Sport-/Vereinshaus Plauen || IW73/6 mass-housing…
node,Bauwerk,name_full,184,159,86.41,25,str:159,,0,159,review_keep_if_distinct,P2,keep only when materially different from name,Sport-/Vereinshaus Gröditz || School type Dresden donor building || IW73/6 mass-housing donor building || AWM Münster administrative building
node,Bauwerk,nutzung_text,184,80,43.48,104,str:80,,0,80,review_domain_property,P3,domain-specific value; decide per label,Doppelhaus / Wohnhaus || kleiner modularer Pilotbau / Ausstellungsdemonstrator || Sanitärpavillon / WC-Anlage || Kirche / Bestandteil des Klosters Volkenroda
node,Bauwerk,review_status,184,184,100.0,0,str:184,,0,1,review_domain_property,P3,domain-specific value; decide per label,needs_source_url_review
